DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7009495,1,1,1,1,1,2,600000,2,,2,,2,2,36,20,1,70,70,12.4305247678932
7009504,1,1,1,3,,2,,2,,,,2,2,24,34,1,70,70,13.7427667362521
7009535,1,1,1,1,2,2,500000,2,,2,,2,2,26,998,1,73,73,25.4966042735916
7009562,1,1,1,3,,2,,1,290300,,,1,2,24,26,1,73,73,27.1006087546167
7009571,3,1,1,2,,1,,2,,,,2,2,36,22,1,76,76,41.8934964890902
7009633,1,5,1,2,,1,,2,,,,2,2,30,30,1,76,76,97.2339775813406
7009645,1,4,1,2,,2,,2,,,,2,2,72,31,1,76,76,41.8934964890902
7009694,1,1,1,2,,2,,2,,,,2,2,36,50,1,76,76,51.4738390928114
7009698,1,1,1,1,1,1,1210000,1,350429,1,500000,1,1,180,48,1,76,76,64.25786063363
7009698,1,1,2,1,1,2,1210000,1,350429,1,500000,1,1,240,58,1,76,76,64.25786063363
7009716,1,1,1,1,2,1,300000,2,,2,,2,2,36,51,1,76,76,75.6491607749666
7009811,1,8,1,2,,1,,2,,,,2,2,360,49,1,88,88,4.88375472771288
7009811,1,8,2,2,,1,,2,,,,2,2,360,45,1,88,88,4.88375472771288
7009811,1,9,1,2,,1,,2,,,,2,2,360,50,1,88,88,4.88375472771288
7009811,1,9,2,2,,1,,2,,,,2,2,360,45,1,88,88,4.88375472771288
7009823,1,2,1,1,1,2,1100000,1,300000,2,,1,1,48,34,1,88,88,3.47268057272464
7009823,1,2,2,1,1,2,1100000,1,300000,2,,1,1,37,29,1,88,88,3.47268057272464
7009823,1,2,3,1,1,2,1100000,1,300000,2,,1,1,26,26,1,88,88,3.47268057272464
7009826,1,1,1,1,2,2,300000,2,,2,,2,2,1,34,1,88,88,3.22786962978209
7009826,1,1,2,1,2,2,300000,2,,2,,2,2,1,29,1,88,88,3.22786962978209
7009826,1,1,3,1,2,2,300000,2,,2,,2,2,1,26,1,88,88,3.22786962978209
7009838,1,1,1,1,2,2,1100000,1,300000,2,,1,1,28,38,1,88,88,3.22786962978209
7009838,1,1,2,1,2,2,1100000,1,300000,2,,1,1,21,39,1,88,88,3.22786962978209
7009838,1,1,3,1,2,2,1100000,1,300000,2,,1,1,19,42,1,88,88,3.22786962978209
7010129,1,1,1,1,2,1,600000,2,,2,,2,2,48,60,1,08,"",147.481468455517
7010129,1,1,2,1,2,1,480000,2,,2,,2,2,384,60,1,08,"",147.481468455517
7010138,1,1,1,1,2,1,200000,2,,2,,2,2,60,50,2,08,"",45.4936243380897
7010138,1,1,2,1,2,1,200000,2,,2,,2,2,60,40,2,08,"",45.4936243380897
7010138,1,1,3,1,2,1,200000,2,,2,,2,2,60,21,2,08,"",45.4936243380897
7010138,1,1,4,1,2,1,200000,2,,2,,2,2,60,25,2,08,"",45.4936243380897
7010140,1,2,1,1,2,1,700000,2,,2,,2,2,2,52,2,08,"",42.7864679774612
7010140,1,2,2,1,2,1,700000,2,,2,,2,2,2,28,2,08,"",42.7864679774612
7010140,1,2,3,1,2,1,700000,2,,2,,2,2,2,30,2,08,"",42.7864679774612
7010140,1,2,4,1,2,1,700000,2,,2,,2,2,2,28,2,08,"",42.7864679774612
7010141,1,3,1,2,,1,,2,,,,2,2,36,28,2,08,"",30.4719871491668
7010141,1,6,1,2,,2,,2,,,,2,2,4,57,2,08,"",30.4719871491668
7010141,1,6,2,2,,2,,2,,,,2,2,4,27,2,08,"",30.4719871491668
7010142,1,1,1,3,,1,,2,,,,2,2,12,14,2,08,"",30.8182484447956
7010142,1,2,1,2,,1,,2,,,,2,2,180,87,2,08,"",30.8182484447956
7010155,1,1,1,2,,1,,2,,,,2,2,26,27,1,18,"",25.6446507346809
7010178,1,1,1,1,2,1,1000000,2,,2,,2,2,12,40,1,18,"",37.4336627205895
7010192,1,1,1,1,2,1,800000,2,,2,,2,2,15,42,2,68,"",46.8362448553181
7010192,1,1,2,1,2,2,650000,2,,2,,2,2,24,40,2,68,"",46.8362448553181
7010277,1,1,1,1,2,2,1650000,2,,2,,2,2,5,45,1,68,"",101.410527655428
7010277,1,1,1,3,,2,,2,,,,2,2,5,56,1,68,"",101.410527655428
7010277,1,1,2,1,2,2,90000,2,,2,,2,2,2,52,1,68,"",101.410527655428
7010277,1,1,2,3,,1,,2,,,,2,2,5,59,1,68,"",101.410527655428
7010283,1,1,1,1,2,1,1100000,2,,2,,2,2,24,41,2,54,"",13.6859657086403
7010292,1,1,1,1,2,1,600000,2,,2,,2,2,3,35,1,54,"",136.134398129433
7010302,1,1,1,3,,2,,3,135000,,,1,2,72,48,1,54,"",134.739006232217
7010310,1,1,1,1,2,1,900000,2,,2,,2,2,999,999,2,54,"",187.787792495302
7010328,1,1,1,3,,2,,2,,,,2,2,20,38,2,54,"",50.7898726419547
7010329,1,2,1,2,,2,,2,,,,2,2,140,46,2,54,"",88.3896753529032
7010338,1,1,1,3,,1,,2,,,,2,2,84,28,2,54,"",172.269275091088
7010363,1,2,1,2,,1,,2,,,,2,2,6,32,2,76,"",243.696071717396
7010364,1,1,1,1,2,2,200000,2,,2,,2,2,9,32,2,76,"",264.630467141314
7010388,1,1,1,1,2,2,1000000,1,205000,2,,1,2,60,35,1,76,"",262.952649258289
7010388,1,1,2,1,2,1,1000000,1,205000,2,,1,2,24,32,1,76,"",262.952649258289
7010426,1,1,1,3,,2,,2,,,,2,2,22,31,1,23,"",199.612563311748
7010444,1,1,1,1,2,1,100000,2,,2,,2,2,4,12,1,23,"",112.332614037145
7010475,1,1,1,3,,2,,2,,,,2,2,60,55,1,08,08,65.7079770232622
7010483,1,3,1,1,2,1,75000,2,,2,,2,2,2,25,1,08,08,48.9444634315519
7010483,1,3,2,1,2,1,90000,2,,2,,2,2,24,72,1,08,08,48.9444634315519
7010503,1,1,1,1,2,1,600000,2,,2,,2,2,6,30,1,08,08,64.5099812667052
7010503,1,1,2,1,2,1,600000,2,,2,,2,2,6,29,1,08,08,64.5099812667052
7010508,1,3,1,1,2,2,1500000,2,,2,,2,2,24,25,1,08,08,41.0696088566856
7010538,1,1,1,1,2,1,400000,2,,2,,2,2,12,30,1,08,08,48.1556277012936
7010567,1,1,1,1,2,2,500000,2,,2,,2,2,18,29,1,08,08,49.6183306144921
7010567,1,1,1,3,,2,,2,,,,2,2,24,52,1,08,08,49.6183306144921
7010579,1,2,1,1,2,1,80000,2,,2,,1,2,84,27,1,08,08,57.4034463304502
7010582,1,1,1,1,2,1,500000,2,,2,,2,2,120,44,1,08,08,73.9042654455071
7010582,1,1,2,1,2,1,500000,2,,2,,2,2,36,48,1,08,08,73.9042654455071
7010582,1,1,3,1,2,1,500000,2,,2,,2,2,60,19,1,08,08,73.9042654455071
7010582,1,1,4,1,2,2,400000,2,,2,,2,2,120,23,1,08,08,73.9042654455071
7010582,1,1,5,1,2,2,400000,2,,2,,2,2,120,42,1,08,08,73.9042654455071
7010582,1,1,6,1,2,2,400000,2,,2,,2,2,48,26,1,08,08,73.9042654455071
7010635,1,1,1,1,2,1,800000,2,,2,,2,2,36,24,1,13,13,29.077219211473
7010637,1,2,1,3,,2,,2,,,,2,2,48,30,1,13,13,31.3852693863053
7010641,1,1,1,1,2,1,600000,2,,2,,2,2,24,998,1,13,13,24.4906798736927
7010656,1,2,1,1,1,2,1000000,1,285000,1,218350,1,1,96,40,1,15,15,6.37846572981702
7010656,1,2,2,1,1,2,1000000,1,285000,1,218350,1,1,120,35,1,15,15,6.37846572981702
7010656,1,2,3,1,1,2,1000000,1,285000,1,218350,1,1,60,28,1,15,15,6.37846572981702
7010656,1,2,4,1,1,2,1000000,1,285000,1,218350,1,1,36,30,1,15,15,6.37846572981702
7010658,1,1,1,1,1,1,1300000,1,285000,1,233850,1,1,144,42,1,15,15,9.00778633486738
7010658,1,1,2,1,2,1,1000000,1,285000,1,218350,1,1,22,21,1,15,15,9.00778633486738
7010658,1,1,3,1,2,2,1000000,1,285000,1,218350,1,1,24,22,1,15,15,9.00778633486738
7010680,1,1,1,1,2,2,300000,2,,2,,2,2,5,31,1,17,17,8.98379282579132
7010745,1,1,1,1,1,2,1014580,1,210200,1,508390,1,1,24,28,1,19,19,9.13188719341271
7010745,1,1,2,1,1,2,1014580,1,210200,1,508390,1,1,36,32,1,19,19,9.13188719341271
7010745,1,1,3,1,1,2,1014580,1,210200,1,508390,1,1,44,42,1,19,19,9.13188719341271
7010745,1,1,4,1,1,2,1014580,1,210200,1,508390,1,1,80,45,1,19,19,9.13188719341271
7010759,1,2,1,3,,1,,2,,,,2,2,53,72,1,19,19,16.3106495889483
7010804,1,1,1,2,,1,,2,,,,2,2,40,38,1,27,27,4.32876033274785
7010835,1,1,1,1,1,1,2500000,1,285000,2,,1,1,180,55,1,41,41,15.0173168912012
7010835,1,1,2,1,2,1,1300000,1,285000,2,,1,1,72,33,1,41,41,15.0173168912012
7010835,1,1,3,1,2,1,1000000,1,285000,2,,1,1,36,26,1,41,41,15.0173168912012
7010835,1,1,4,1,2,2,1000000,1,285000,2,,1,1,4,23,1,41,41,15.0173168912012
7010874,1,5,1,1,2,1,400000,2,,2,,2,2,6,35,1,47,47,24.3773565605838
7010939,1,2,1,1,2,1,500000,2,,2,,2,2,24,38,1,52,52,7.21172687823294
7010939,1,4,1,2,,2,,2,,,,2,2,108,54,1,52,52,7.21172687823294
7010947,1,2,1,2,,2,,2,,,,2,2,360,66,1,52,52,12.9217583239582
7011026,1,2,1,2,,1,,2,,,,2,2,240,63,1,63,63,8.36940301494489
7011117,1,2,1,1,1,1,700000,2,,2,,2,2,24,24,1,68,68,28.2470029616649
7011117,1,2,1,2,,2,,2,,,,2,2,72,29,1,68,68,28.2470029616649
7011135,1,1,1,1,1,1,1000000,1,205000,1,527901,1,1,72,31,1,68,68,66.9004612701767
7011135,1,1,2,1,1,1,1000000,1,205000,1,527901,1,1,48,36,1,68,68,66.9004612701767
7011170,1,1,1,1,2,1,1000000,1,210000,2,,1,2,5,45,1,73,73,38.5032400923255
7011170,1,1,1,3,,1,,2,,,,2,2,12,50,1,73,73,38.5032400923255
7011179,1,1,1,2,,1,,2,,,,2,2,60,26,1,73,73,29.8166477639068
7011179,1,1,1,3,,1,,2,,,,2,2,8,22,1,73,73,29.8166477639068
7011241,1,1,1,2,,1,,2,,,,2,2,7,42,1,76,76,86.7481118554005
7011363,1,1,1,2,,2,,2,,,,2,2,26,36,1,54,"",87.8656500734334
7011368,1,1,1,3,,1,,2,,,,2,2,42,36,1,54,"",160.92492446258
7011385,1,1,1,3,,2,,2,,,,2,2,14,27,2,54,"",64.2830609948912
7011389,1,2,1,2,,1,,2,,,,2,2,24,37,2,54,"",41.9034175812007
7011393,1,1,1,2,,2,,2,,,,2,2,12,23,2,54,"",89.66752175866
7011395,1,1,1,3,,2,,2,,,,2,2,2,46,2,54,"",71.1641755336276
7011399,1,1,1,3,,1,,2,,,,2,2,36,13,2,05,"",275.894292677655
7011399,1,1,2,3,,1,,2,,,,2,2,56,17,2,05,"",275.894292677655
7011418,1,2,1,1,2,1,300000,2,,2,,2,2,36,53,1,05,"",230.542751752433
7011477,1,2,1,3,,2,,2,,,,2,2,24,17,2,05,"",205.565398672302
7011477,1,2,2,3,,2,,2,,,,2,2,216,38,2,05,"",205.565398672302
7011491,1,1,1,1,2,1,70000,2,,2,,2,2,1,45,2,05,"",304.317715011364
7011491,1,1,1,2,,1,,2,,,,2,2,320,43,2,05,"",304.317715011364
7011491,1,1,2,1,2,1,70000,2,,2,,2,2,1,33,2,05,"",304.317715011364
7011503,1,2,1,1,2,1,432000,2,,2,,2,2,12,25,1,05,"",357.002100361615
7011503,1,2,1,2,,2,,2,,,,2,2,156,49,1,05,"",357.002100361615
7011503,1,2,2,1,2,1,1000000,2,,2,,2,2,96,26,1,05,"",357.002100361615
7011506,1,2,1,1,2,2,700000,2,,2,,2,2,96,50,1,05,"",172.154462696448
7011525,1,1,1,1,2,1,120000,2,,2,,2,2,1,30,2,05,"",229.747964220877
7011527,1,1,1,3,,2,,2,,,,2,2,18,37,2,05,"",301.429127193286
7011538,1,1,1,1,2,2,1000000,2,,2,,2,2,9,28,1,05,05,95.1543472498597
7011543,1,1,1,1,1,1,1000000,1,300000,1,1808333,1,1,40,58,1,05,05,70.5827063264197
7011543,1,1,2,1,1,1,1000000,1,300000,1,1808333,1,1,36,50,1,05,05,70.5827063264197
7011543,1,1,3,1,1,1,1000000,1,300000,1,1808333,1,1,24,45,1,05,05,70.5827063264197
7011543,1,1,4,1,2,2,1000000,1,300000,2,,1,1,1,35,1,05,05,70.5827063264197
7011559,1,1,1,2,,2,,2,,,,2,2,24,32,1,05,05,55.4856249918678
7011568,1,1,1,1,1,2,1154000,1,249428,1,830000,1,1,36,28,1,05,05,105.253030264032
7011661,1,2,1,1,1,2,960000,2,,2,,2,2,8,40,1,50,50,32.359756110403
7011661,1,2,2,1,2,2,960000,2,,2,,2,2,2,34,1,50,50,32.359756110403
7011661,1,2,3,1,2,2,960000,2,,2,,2,2,2,30,1,50,50,32.359756110403
7011682,1,1,1,3,,2,,2,,,,2,2,12,24,1,50,50,29.4584967265651
7011707,1,1,1,1,1,1,800000,2,,2,,2,2,84,54,1,50,50,29.593393211902
7011709,1,1,1,2,,1,,2,,,,2,2,18,36,1,50,50,27.9289483313663
7011715,1,1,1,1,2,2,800000,2,,2,,2,2,10,45,1,50,50,33.5147379976396
7011715,1,1,1,3,,2,,2,,,,2,2,20,29,1,50,50,33.5147379976396
7011752,1,2,1,3,,1,,2,,,,2,2,48,63,1,52,"",24.1996395368503
7011766,1,1,1,1,2,1,1200000,2,,2,,2,2,5,27,1,54,54,46.0162012051824
7011766,1,1,2,1,1,1,1200000,2,,2,,2,2,4,35,1,54,54,46.0162012051824
7011784,1,1,1,1,2,1,1800000,2,,2,,2,2,3,28,1,54,54,16.1361400031464
7011784,1,1,2,1,2,2,1050000,2,,2,,2,2,48,30,1,54,54,16.1361400031464
7011795,1,2,1,1,2,1,1000000,1,285000,2,,1,1,12,23,1,68,68,20.4262785411889
7011795,1,2,2,1,2,1,1000000,1,285000,2,,1,1,3,24,1,68,68,20.4262785411889
7011801,1,3,1,1,2,2,1000000,1,285000,2,,1,1,6,27,1,68,68,34.0663619604601
7011801,1,3,1,2,,2,,2,,,,2,2,24,40,1,68,68,34.0663619604601
7011801,1,3,2,1,2,2,1000000,1,285000,2,,1,1,10,40,1,68,68,34.0663619604601
7011807,1,1,1,1,1,1,1000000,1,205000,1,819444,1,2,6,30,1,68,68,163.691822470067
7011867,1,2,1,2,,1,,2,,,,2,2,300,62,1,13,"",70.468738041246
7011891,1,2,1,1,2,1,910000,2,,2,,2,2,72,27,1,13,"",99.9591208735804
7011891,1,2,2,1,2,1,910000,2,,2,,2,2,72,38,1,13,"",99.9591208735804
7011891,1,2,3,1,2,1,910000,2,,2,,2,2,72,47,1,13,"",99.9591208735804
7011967,1,1,1,2,,1,,1,285000,,,2,2,108,31,2,11,"",67.4925966192648
7011967,1,1,2,2,,2,,2,,,,2,2,108,59,2,11,"",67.4925966192648
7012012,1,1,1,2,,2,,3,140000,,,2,2,84,40,2,25,"",162.535583058489
7012062,1,1,1,3,,1,,2,,,,2,2,5,27,1,25,"",350.154939165467
7012073,1,1,1,1,1,1,180000,2,,2,,2,2,2,23,2,25,"",177.917091314453
7012073,1,1,1,2,,1,,2,,,,2,2,18,24,2,25,"",177.917091314453
7012096,1,1,1,1,2,1,900000,2,,2,,2,2,3,27,2,18,"",34.2193906346212
7012122,1,1,1,3,,2,,2,,,,2,2,120,45,2,18,"",48.6712616484563
7012125,1,2,1,3,,2,,2,,,,2,2,120,42,2,18,"",89.2550172795303
7012130,1,1,1,1,2,1,800000,2,,2,,2,2,6,40,2,18,"",31.9188447430471
7012130,1,1,1,3,,1,,2,,,,2,2,1,25,2,18,"",31.9188447430471
7012143,1,1,1,1,2,1,480000,2,,2,,2,2,2,50,2,18,"",29.7148049565625
7012156,1,1,1,3,,1,,2,,,,2,2,5,23,2,18,"",38.164021742294
7012164,1,1,1,3,,1,,2,,,,2,2,24,44,2,18,"",29.1878531201464
7012192,1,1,1,3,,2,,2,,,,2,2,408,63,1,18,"",45.4406727058662
7012192,1,1,2,3,,2,,2,,,,2,2,97,18,1,18,"",45.4406727058662
7012208,1,2,1,3,,1,,2,,,,2,2,4,52,2,18,"",23.0473333718305
7012210,1,1,1,1,2,1,1100000,2,,2,,2,2,7,39,2,18,"",17.5220271602246
7012216,1,1,1,1,2,1,900000,2,,2,,2,2,18,45,2,18,"",26.180077644217
7012217,1,2,1,3,,1,,2,,,,2,2,37,45,2,18,"",31.1139000519711
7012217,1,2,2,3,,2,,2,,,,2,2,37,19,2,18,"",31.1139000519711
7012222,1,1,1,1,2,1,200000,2,,2,,2,2,1,32,2,18,"",33.0850134406205
7012222,1,1,1,3,,2,,2,,,,2,2,19,34,2,18,"",33.0850134406205
7012222,1,1,2,3,,1,,2,,,,2,2,16,13,2,18,"",33.0850134406205
7012239,1,1,1,1,1,1,1300000,2,,2,,2,2,8,48,2,18,"",20.4926450280564
7012239,1,1,2,1,2,1,700000,2,,2,,2,2,4,37,2,18,"",20.4926450280564
7012240,1,1,1,1,1,1,1200000,2,,2,,2,2,6,35,2,18,"",27.0576686199487
7012263,1,1,1,1,2,1,600000,2,,2,,2,2,3,32,2,18,"",30.6907863125138
7012264,1,3,1,1,2,1,1000000,2,,2,,2,2,5,29,2,18,"",27.6583502847847
7012265,1,1,1,1,2,1,1500000,2,,2,,2,2,9,39,2,18,"",21.079892201005
7012266,1,1,1,1,1,1,1200000,2,,2,,2,2,10,37,2,18,"",32.4692023439384
7012270,1,1,1,1,2,1,1150000,2,,2,,2,2,8,45,2,18,"",27.6568000461966
7012270,1,1,2,1,2,1,650000,2,,2,,2,2,3,32,2,18,"",27.6568000461966
7012292,1,1,1,3,,2,,2,,,,2,2,25,30,1,15,"",79.0276712823174
7012297,1,1,1,3,,2,,2,,,,2,2,7,27,2,15,"",120.725239855042
7012331,1,1,1,1,2,1,200000,2,,2,,2,2,84,72,2,15,"",47.2925337034011
7012331,1,1,1,2,,1,,2,,,,2,2,360,63,2,15,"",47.2925337034011
7012331,1,1,2,1,2,1,200000,2,,2,,2,2,4,22,2,15,"",47.2925337034011
7012331,1,1,3,1,2,1,200000,2,,2,,2,2,60,23,2,15,"",47.2925337034011
7012338,1,1,1,3,,2,,2,,,,2,2,30,41,1,15,"",415.662802704741
7012352,1,1,1,2,,2,,2,,,,2,2,36,56,1,15,"",272.801490623411
7012353,1,1,1,1,2,1,30000,2,,2,,2,2,1,21,1,15,"",348.616737663618
7012353,1,1,2,1,2,2,900000,2,,2,,2,2,12,19,1,15,"",348.616737663618
7012354,1,1,1,3,,2,,2,,,,2,2,150,54,1,15,"",330.230543695732
7012356,1,1,1,1,2,1,300000,2,,2,,2,2,3,35,1,15,"",202.218038077325
7012356,1,1,2,1,2,1,300000,2,,2,,2,2,3,36,1,15,"",202.218038077325
7012356,1,1,3,1,2,1,300000,2,,2,,2,2,3,30,1,15,"",202.218038077325
7012367,1,1,1,1,2,1,100000,2,,2,,2,2,25,30,1,15,"",307.785987255861
7012380,1,1,1,1,1,1,600000,2,,2,,2,2,60,30,1,68,"",68.9196864104914
7012380,1,1,1,3,,1,,2,,,,2,2,180,27,1,68,"",68.9196864104914
7012487,1,1,1,3,,2,,2,,,,2,2,10,18,2,76,"",130.513811330651
7012555,1,1,1,2,,1,,2,,,,2,2,60,24,2,52,"",79.502020869101
7012572,1,2,1,2,,1,,2,,,,2,2,332,60,1,52,"",124.715336596041
7012578,1,2,1,1,2,1,500000,2,,2,,2,2,24,24,1,52,"",177.81119471559
7012584,1,1,1,1,2,2,600000,2,,2,,2,2,11,28,1,52,"",143.687468124183
7012584,1,1,2,1,2,2,600000,2,,2,,2,2,11,29,1,52,"",143.687468124183
7012584,1,1,3,1,2,2,600000,2,,2,,2,2,9,30,1,52,"",143.687468124183
7012594,1,1,1,1,2,1,300000,2,,2,,2,2,24,28,1,52,"",148.156309559774
7012602,1,3,1,2,,2,,2,,,,2,2,360,77,2,52,"",89.4545547413014
7012624,1,3,1,1,2,1,720000,2,,2,,2,2,1,35,2,52,"",89.4545547413014
7012624,1,3,1,2,,1,,2,,,,2,2,48,61,2,52,"",89.4545547413014
7012626,1,2,1,1,2,2,230000,2,,2,,2,2,1,24,2,52,"",196.213217247117
7012626,1,2,1,2,,1,,2,,,,2,2,180,52,2,52,"",196.213217247117
7012626,1,2,1,3,,2,,2,,,,2,2,120,27,2,52,"",196.213217247117
7012626,1,2,2,1,2,1,230000,2,,2,,2,2,1,33,2,52,"",196.213217247117
7012627,1,1,1,1,2,1,300000,2,,2,,2,2,1,36,2,52,"",160.781751443689
7012627,1,1,1,2,,1,,2,,,,2,2,1,40,2,52,"",160.781751443689
7012627,1,1,2,1,2,1,300000,2,,2,,2,2,1,48,2,52,"",160.781751443689
7012635,1,1,1,2,,2,,2,,,,2,2,36,50,1,52,"",88.955729882015
7012636,1,1,1,1,2,1,600000,2,,2,,2,2,1,42,1,52,"",71.0635502020298
7012636,1,1,2,1,2,1,600000,2,,2,,2,2,1,38,1,52,"",71.0635502020298
7012641,1,1,1,3,,2,,2,,,,2,2,60,40,1,52,"",78.8420028466915
7012641,1,1,2,3,,2,,2,,,,2,2,12,18,1,52,"",78.8420028466915
7012674,1,2,1,3,,2,,2,,,,2,2,84,70,2,52,"",120.500457759583
7012674,1,2,2,3,,2,,2,,,,2,2,60,20,2,52,"",120.500457759583
7012674,1,2,3,3,,2,,2,,,,2,2,36,14,2,52,"",120.500457759583
7012684,1,1,1,1,2,1,1000000,2,,2,,2,2,12,40,2,52,"",194.15810315283
7012684,1,1,1,2,,1,,2,,,,2,2,24,59,2,52,"",194.15810315283
7012684,1,1,2,1,2,1,1000000,2,,2,,2,2,12,23,2,52,"",194.15810315283
7012684,1,1,3,1,2,1,450000,2,,2,,2,2,1,24,2,52,"",194.15810315283
7012688,1,1,1,3,,1,,2,,,,2,2,240,55,2,52,"",127.889910617304
7012691,1,3,1,1,2,2,200000,2,,2,,2,2,5,99,1,19,"",79.8529007909832
7012691,1,3,2,1,2,2,200000,2,,2,,2,2,5,99,1,19,"",79.8529007909832
7012699,1,1,1,1,1,1,350000,2,,2,,2,2,368,57,1,19,"",40.8013367363129
7012699,1,1,2,1,2,1,150000,2,,2,,2,2,6,29,1,19,"",40.8013367363129
7012703,1,1,1,2,,2,,2,,,,2,2,4,30,1,19,"",72.1014610050277
7012703,1,1,1,3,,1,,2,,,,2,2,6,32,1,19,"",72.1014610050277
7012707,1,3,1,3,,1,,2,,,,2,2,69,36,1,19,"",55.1314378668736
7012712,1,1,1,3,,2,,2,,,,2,2,500,74,2,19,"",195.742661733768
7012713,1,1,1,1,2,1,160000,2,,2,,2,2,2,74,2,19,"",502.723875969901
7012713,1,1,2,1,2,2,160000,2,,2,,2,2,2,74,2,19,"",502.723875969901
7012713,1,1,3,1,2,2,160000,2,,2,,2,2,2,20,2,19,"",502.723875969901
7012713,1,1,4,1,2,2,160000,2,,2,,2,2,2,18,2,19,"",502.723875969901
7012716,1,1,1,3,,2,,2,,,,2,2,360,48,2,19,"",429.429510048852
7012720,1,1,1,3,,2,,2,,,,2,2,420,55,2,19,"",195.742661733768
7012791,1,1,1,1,2,1,640000,2,,2,,2,2,6,99,1,19,"",97.9315703793765
7012791,1,1,2,1,2,1,640000,2,,2,,2,2,2,99,1,19,"",97.9315703793765
7012803,1,1,1,1,2,1,500000,2,,2,,2,2,72,99,1,19,"",112.161258219666
7012803,1,1,2,1,1,1,500000,2,,2,,2,2,72,99,1,19,"",112.161258219666
7012803,1,1,3,1,2,1,250000,2,,2,,2,2,4,99,1,19,"",112.161258219666
7012803,1,1,4,1,2,1,250000,2,,2,,2,2,4,99,1,19,"",112.161258219666
7012803,1,1,5,1,2,1,250000,2,,2,,2,2,4,99,1,19,"",112.161258219666
7012803,1,1,6,1,2,1,250000,2,,2,,2,2,2,99,1,19,"",112.161258219666
7012803,1,1,7,1,2,1,250000,2,,2,,2,2,2,99,1,19,"",112.161258219666
7012816,1,1,1,1,2,1,800000,2,,2,,2,2,8,23,2,19,"",131.046489648684
7012838,1,1,1,1,2,1,60000,2,,2,,2,2,35,40,2,19,"",48.1729320737718
7012855,1,1,1,1,2,1,1000000,2,,2,,2,2,24,27,2,19,"",92.1782233796364
7012855,1,1,1,2,,1,,2,,,,2,2,252,53,2,19,"",92.1782233796364
7012855,1,1,1,3,,2,,2,,,,2,2,60,25,2,19,"",92.1782233796364
7012855,1,1,2,1,2,2,1000000,2,,2,,2,2,12,22,2,19,"",92.1782233796364
7012876,1,1,1,1,2,1,600000,2,,2,,2,2,24,45,1,19,"",100.163666398332
7012876,1,2,1,3,,2,,2,,,,2,2,2,32,1,19,"",100.163666398332
7012876,1,3,1,2,,1,,2,,,,2,2,120,29,1,19,"",100.163666398332
7012885,1,1,1,3,,2,,2,,,,2,2,8,36,1,19,"",95.4152049844547
7012890,1,1,1,1,2,1,800000,2,,2,,2,2,6,42,1,19,"",129.126554009642
7012890,1,3,1,3,,1,,2,,,,2,2,72,52,1,19,"",129.126554009642
7012890,1,3,2,3,,1,,2,,,,2,2,9,19,1,19,"",129.126554009642
7012894,1,1,1,1,2,2,700000,2,,2,,2,2,2,19,1,19,"",115.981244853907
7012894,1,1,1,3,,2,,2,,,,2,2,12,26,1,19,"",115.981244853907
7012902,1,2,1,3,,2,,2,,,,2,2,240,50,2,19,"",163.804230202406
7012907,2,1,1,3,,2,,2,,,,2,2,36,57,2,19,"",224.485196925742
7012907,2,1,2,3,,1,,2,,,,2,2,12,15,2,19,"",224.485196925742
7012922,1,1,1,3,,2,,2,,,,2,2,240,52,2,19,"",101.71084242752
7012923,1,1,1,3,,2,,2,,,,2,2,180,39,2,19,"",187.952246280838
7012928,1,1,1,1,2,1,360000,2,,2,,2,2,6,45,2,19,"",92.9730629753073
7012928,1,1,2,1,2,1,360000,2,,2,,2,2,8,38,2,19,"",92.9730629753073
7012934,1,1,1,3,,2,,2,,,,2,2,12,31,2,19,"",196.556438409623
7012942,1,1,1,3,,2,,2,,,,2,2,60,26,2,19,"",198.159269034078
7012950,1,1,1,1,2,1,300000,2,,2,,2,2,6,39,2,19,"",217.289226801202
7012953,1,2,1,2,,1,,2,,,,2,2,500,59,2,19,"",77.2763120833723
7012965,1,1,1,1,2,2,0,2,,2,,2,2,60,22,1,19,"",65.2359378951912
7012965,1,1,1,2,,2,,2,,,,2,2,264,47,1,19,"",65.2359378951912
7012965,1,2,1,2,,1,,2,,,,2,2,72,48,1,19,"",65.2359378951912
7012965,1,2,1,3,,1,,2,,,,2,2,72,22,1,19,"",65.2359378951912
7012995,1,1,1,2,,1,,2,,,,2,2,120,65,1,17,"",93.4320352765684
7012998,1,1,1,3,,2,,2,,,,2,2,96,30,1,17,"",55.6873477375951
7013042,1,1,1,1,1,1,1000000,1,242000,2,,1,2,120,45,2,17,"",54.3150371025355
7013058,1,1,1,1,2,1,1800000,2,,2,,2,2,2,45,2,17,"",51.4699640204008
7013058,1,1,2,1,2,1,1500000,2,,2,,2,2,1,48,2,17,"",51.4699640204008
7013058,1,1,3,1,2,2,1600000,2,,2,,2,2,1,47,2,17,"",51.4699640204008
7013060,1,1,1,1,2,1,2500000,2,,2,,2,2,1,45,2,17,"",70.5749674084619
7013060,1,1,2,1,2,1,2000000,2,,2,,2,2,2,50,2,17,"",70.5749674084619
7013061,1,1,1,1,2,1,2400000,2,,2,,2,2,2,999,2,17,"",48.883533392282
