DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
2120038,1,2,1,1,2,2,400000,2,,2,,2,2,24,40,1,08,"",124.146741810403
2120076,1,1,1,3,,2,,2,,,,2,2,3,58,2,08,"",29.3681993569704
2120086,1,1,1,1,2,1,600000,2,,2,,2,2,24,40,2,08,"",29.2711935818468
2120122,1,3,1,2,,2,,2,,,,2,2,156,53,1,08,"",58.0914926153687
2120128,1,1,1,2,,1,,2,,,,2,2,24,46,1,08,"",117.574819662001
2120147,1,2,1,1,2,1,800000,2,,2,,2,2,48,32,1,08,"",155.7364002293
2120147,1,2,1,2,,2,,2,,,,2,2,108,39,1,08,"",155.7364002293
2120147,1,2,2,1,2,1,800000,2,,2,,2,2,36,36,1,08,"",155.7364002293
2120151,1,1,1,1,2,1,120000,2,,2,,2,2,12,30,1,08,"",166.288518159894
2120162,1,2,1,1,2,2,800000,2,,2,,2,2,24,30,1,08,"",63.1286953134566
2120162,1,2,2,1,2,2,800000,2,,2,,2,2,24,30,1,08,"",63.1286953134566
2120162,1,2,3,1,2,2,800000,2,,2,,2,2,50,30,1,08,"",63.1286953134566
2120162,1,2,4,1,2,2,800000,2,,2,,2,2,24,30,1,08,"",63.1286953134566
2120162,1,2,5,1,2,2,800000,2,,2,,2,2,30,30,1,08,"",63.1286953134566
2120168,1,1,1,2,,2,,2,,,,2,2,60,30,2,08,"",28.8466008935417
2120177,1,1,1,1,2,2,600000,2,,2,,2,2,12,30,2,08,"",27.2965091860298
2120182,1,1,1,1,2,2,500000,2,,2,,2,2,5,37,2,08,"",27.7494800173499
2120190,1,1,1,3,,1,,2,,,,2,2,24,48,2,08,"",22.1402130370254
2120190,1,1,2,3,,1,,2,,,,2,2,24,47,2,08,"",22.1402130370254
2120193,1,2,1,1,2,1,60000,2,,2,,2,2,5,59,2,08,"",36.231608463992
2120196,1,2,1,1,2,2,300000,2,,2,,2,2,24,60,2,08,"",30.0562293780223
2120196,1,2,2,1,2,2,300000,2,,2,,2,2,24,25,2,08,"",30.0562293780223
2120199,1,1,1,1,2,1,750000,2,,2,,2,2,30,18,2,08,"",41.1411864803515
2120203,1,1,1,1,2,1,250000,2,,2,,2,2,3,40,2,08,"",36.8492374240966
2120210,1,1,1,1,2,2,360000,2,,2,,2,2,4,40,2,08,"",38.2191891230069
2120210,1,1,1,3,,2,,2,,,,2,2,432,69,2,08,"",38.2191891230069
2120210,1,1,2,1,2,2,240000,2,,2,,2,2,3,23,2,08,"",38.2191891230069
2120227,1,2,1,3,,2,,2,,,,2,2,120,28,1,08,"",89.8240402509193
2120237,1,1,1,1,2,1,600000,2,,2,,2,2,24,57,1,08,"",92.5589931809525
2120237,1,1,2,1,2,1,360000,2,,2,,2,2,24,64,1,08,"",92.5589931809525
2120275,1,1,1,1,2,1,1000000,2,,2,,2,2,108,38,1,13,"",189.327713015217
2120275,1,1,2,1,2,1,1000000,2,,2,,2,2,108,40,1,13,"",189.327713015217
2120275,1,1,3,1,2,2,1000000,2,,2,,2,2,108,35,1,13,"",189.327713015217
2120289,1,2,1,2,,1,,2,,,,2,2,3,23,2,13,"",122.084177500036
2120292,1,1,1,1,2,2,80000,2,,2,,2,2,3,48,2,13,"",134.581331812527
2120292,1,1,1,2,,1,,2,,,,2,2,3,27,2,13,"",134.581331812527
2120307,1,1,1,1,2,1,390000,2,,2,,2,2,36,43,1,13,"",333.192203638888
2120307,1,1,1,3,,1,,2,,,,2,2,2,17,1,13,"",333.192203638888
2120317,1,2,1,3,,1,,2,,,,2,2,140,27,2,13,"",126.54794037515
2120319,1,1,1,1,2,1,245000,2,,2,,2,2,60,40,2,13,"",155.755052961254
2120319,1,1,2,1,2,1,245000,2,,2,,2,2,60,60,2,13,"",155.755052961254
2120319,1,1,3,1,2,1,245000,2,,2,,2,2,60,45,2,13,"",155.755052961254
2120319,1,1,4,1,2,1,245000,2,,2,,2,2,60,37,2,13,"",155.755052961254
2120319,1,1,5,1,2,1,245000,2,,2,,2,2,60,42,2,13,"",155.755052961254
2120336,1,4,1,2,,1,,2,,,,2,2,48,40,2,13,"",126.220239115926
2120396,1,2,1,2,,2,,2,,,,2,2,36,45,1,13,"",189.407318168724
2120419,1,1,1,1,2,1,300000,2,,2,,2,2,36,43,1,13,"",134.824125190721
2120424,1,1,1,2,,1,,2,,,,2,2,480,59,2,13,"",148.234907818455
2120432,1,1,1,1,2,1,260000,2,,2,,2,2,1,28,2,13,"",116.636748656359
2120446,1,1,1,1,1,2,300000,2,,2,,2,2,18,19,1,13,"",147.317799685001
2120446,1,1,2,1,2,2,180000,2,,2,,2,2,18,31,1,13,"",147.317799685001
2120446,1,1,3,1,1,1,180000,2,,2,,2,2,18,18,1,13,"",147.317799685001
2120466,1,1,1,3,,2,,2,,,,2,2,12,18,2,44,"",119.656162279115
2120475,1,1,1,3,,1,,2,,,,2,2,36,21,2,44,"",147.783646294776
2120481,1,1,1,3,,2,,2,,,,2,2,84,30,2,44,"",117.917789251799
2120513,1,1,1,3,,1,,2,,,,2,2,4,26,1,44,"",46.7786072740518
2120513,1,1,2,3,,2,,2,,,,2,2,4,52,1,44,"",46.7786072740518
2120551,1,1,1,1,1,1,400000,2,,2,,2,2,6,49,1,44,"",49.0884859483191
2120592,1,2,1,1,2,1,600000,2,,2,,2,2,48,40,1,44,"",57.3762789935894
2120592,1,2,2,1,2,1,600000,2,,2,,2,2,36,32,1,44,"",57.3762789935894
2120598,1,1,1,3,,1,,2,,,,2,2,60,45,1,44,"",67.3599408120585
2120614,1,1,1,1,2,1,300000,2,,2,,2,2,60,54,1,44,"",71.6203033886295
2120614,1,1,2,1,2,1,300000,2,,2,,2,2,9,47,1,44,"",71.6203033886295
2120614,1,1,3,1,2,1,300000,2,,2,,2,2,60,35,1,44,"",71.6203033886295
2120615,1,1,1,3,,1,,2,,,,2,2,60,36,1,44,"",52.8419459611578
2120641,1,1,1,3,,1,,2,,,,2,2,60,30,2,44,"",92.9994558820743
2120641,1,1,2,3,,1,,2,,,,2,2,24,22,2,44,"",92.9994558820743
2120654,1,1,1,3,,1,,2,,,,2,2,120,36,2,44,"",92.7744311165425
2120658,1,1,1,1,2,1,100000,2,,2,,2,2,1,27,2,44,"",110.484764848739
2120662,1,1,1,3,,2,,2,,,,2,2,24,21,2,44,"",78.7393299451989
2120694,1,1,1,3,,1,,2,,,,2,2,36,28,1,44,"",23.3851796876933
2120700,1,1,1,1,2,2,600000,2,,2,,2,2,18,36,1,44,"",20.7304617259061
2120700,1,1,2,1,2,2,600000,2,,2,,2,2,13,43,1,44,"",20.7304617259061
2120702,1,1,1,3,,2,,2,,,,2,2,60,32,2,44,"",143.886347026707
2120719,1,1,1,3,,1,,2,,,,2,2,36,30,2,44,"",154.484250868839
2120729,1,1,1,3,,1,,2,,,,2,2,84,27,2,44,"",172.477527828465
2120742,1,2,1,1,2,2,150000,2,,2,,2,2,24,47,1,44,"",22.9099100660204
2120743,1,2,1,3,,2,,2,,,,2,2,36,35,1,44,"",24.6005262908724
2120754,1,1,1,1,2,1,450000,2,,2,,2,2,6,38,1,47,"",66.29828720857
2120788,1,1,1,1,2,1,900000,2,,2,,2,2,6,45,2,47,"",116.198927248182
2120788,1,1,2,1,2,1,900000,2,,2,,2,2,3,35,2,47,"",116.198927248182
2120788,1,1,3,1,2,1,900000,2,,2,,2,2,12,37,2,47,"",116.198927248182
2120788,1,1,4,1,2,1,900000,2,,2,,2,2,6,28,2,47,"",116.198927248182
2120812,1,1,1,1,1,2,1000000,1,205000,1,65000,1,1,96,30,1,47,"",63.8910656507404
2120812,1,1,2,1,1,2,1000000,1,205000,1,65000,1,1,72,25,1,47,"",63.8910656507404
2120812,1,1,3,1,1,1,1000000,1,205000,1,65000,1,1,120,40,1,47,"",63.8910656507404
2120812,1,2,2,1,1,2,1000000,1,205000,1,65000,1,1,48,32,1,47,"",63.8910656507404
2120812,1,2,1,1,1,2,1000000,1,205000,1,65000,1,1,48,25,1,47,"",63.8910656507404
2120834,1,1,1,3,,1,,2,,,,2,2,180,31,2,47,"",61.6612525970327
2120838,1,1,1,3,,2,,2,,,,2,2,180,55,2,47,"",64.5351124754044
2120843,1,2,1,1,2,1,1800000,2,,2,,2,2,12,19,1,47,"",61.2391525391364
2120853,1,1,1,1,2,1,1500000,2,,2,,2,2,24,52,1,47,"",58.8762005055538
2120853,1,1,1,3,,1,,2,,,,2,2,24,40,1,47,"",58.8762005055538
2120860,1,1,1,2,,1,,2,,,,2,2,60,28,2,47,"",49.6713951061328
2120874,1,1,1,3,,2,,2,,,,2,2,96,38,2,47,"",58.0052486226971
2120874,1,1,2,3,,1,,2,,,,2,2,96,40,2,47,"",58.0052486226971
2120875,1,1,1,1,2,1,1000000,2,,2,,2,2,48,30,2,47,"",72.0586207252628
2120875,1,1,2,1,2,2,1000000,2,,2,,2,2,2,25,2,47,"",72.0586207252628
2120879,1,1,1,1,2,2,500000,2,,2,,2,2,2,35,2,47,"",53.8315511545806
2120879,1,1,1,3,,2,,2,,,,2,2,60,59,2,47,"",53.8315511545806
2120879,1,1,2,3,,2,,2,,,,2,2,60,32,2,47,"",53.8315511545806
2120891,1,1,1,1,2,1,900000,2,,2,,2,2,4,33,1,47,"",88.9887902009753
2120891,1,1,2,1,2,1,900000,2,,2,,2,2,4,28,1,47,"",88.9887902009753
2120891,1,1,3,1,2,1,900000,2,,2,,2,2,4,22,1,47,"",88.9887902009753
2120891,1,1,4,1,2,1,900000,2,,2,,2,2,4,18,1,47,"",88.9887902009753
2120891,1,1,5,1,2,1,900000,2,,2,,2,2,4,42,1,47,"",88.9887902009753
2120891,1,2,1,1,2,1,300000,2,,2,,2,2,36,47,1,47,"",88.9887902009753
2120894,1,2,1,1,2,1,800000,2,,2,,2,2,14,38,1,47,"",84.6044049834578
2120897,1,1,1,2,,2,,2,,,,2,2,9,63,1,47,"",60.3810614421583
2120900,1,1,1,3,,2,,2,,,,2,2,3,45,1,47,"",37.0303576205364
2120903,2,1,1,1,2,1,450000,2,,2,,2,2,24,45,1,47,"",73.6510738805886
2120903,2,1,2,1,2,2,450000,2,,2,,2,2,24,35,1,47,"",73.6510738805886
2120903,2,1,3,1,2,2,160000,2,,2,,2,2,12,25,1,47,"",73.6510738805886
2120909,1,3,1,3,,2,,2,,,,2,2,12,46,1,47,"",47.418316574161
2120912,1,1,1,1,2,1,800000,2,,2,,2,2,2,30,1,47,"",73.5112916713713
2120912,1,1,1,3,,1,,2,,,,2,2,2,18,1,47,"",73.5112916713713
2120912,1,1,2,1,2,1,800000,2,,2,,2,2,7,26,1,47,"",73.5112916713713
2120912,1,1,3,1,2,1,800000,2,,2,,2,2,2,18,1,47,"",73.5112916713713
2120922,1,1,1,1,2,2,390000,2,,2,,2,2,9,55,1,47,"",70.97194359592
2120947,1,4,1,3,,2,,2,,,,2,2,1,32,1,47,"",62.932663121024
2120948,1,2,1,2,,2,,2,,,,2,2,144,53,1,47,"",45.9952631120758
2120962,1,2,1,3,,2,,2,,,,2,2,24,20,1,47,"",69.5375499840539
2120964,1,1,1,1,2,2,390000,2,,2,,2,2,12,48,1,47,"",91.8322398603258
2120973,1,1,1,3,,2,,2,,,,2,2,120,51,2,47,"",88.0538978269022
2121019,1,1,1,3,,1,,2,,,,2,2,120,41,2,47,"",77.0425808832596
2121019,1,1,2,3,,1,,2,,,,2,2,60,22,2,47,"",77.0425808832596
2121021,1,1,1,3,,2,,2,,,,2,2,72,32,2,47,"",116.531410165316
2121021,1,1,2,3,,1,,2,,,,2,2,3,17,2,47,"",116.531410165316
2121022,1,1,1,3,,2,,2,,,,2,2,12,29,1,47,"",92.7579853401262
2121034,1,1,1,2,,1,,2,,,,2,2,36,45,2,47,"",68.3818277911724
2121062,1,2,1,1,2,1,240000,2,,2,,2,2,8,16,1,70,"",32.965165243235
2121062,1,2,2,1,2,1,240000,2,,2,,2,2,8,30,1,70,"",32.965165243235
2121064,1,1,1,3,,1,,2,,,,2,2,24,26,1,70,"",41.1257322090361
2121070,1,1,1,2,,2,,2,,,,2,2,7,60,1,70,"",39.9692094059605
2121071,1,1,1,2,,1,,2,,,,2,2,144,32,1,70,"",41.4487248952973
2121071,1,1,2,2,,1,,2,,,,2,2,144,31,1,70,"",41.4487248952973
2121087,1,1,1,3,,1,,2,,,,2,2,36,57,1,70,"",29.9735744067645
2121091,1,1,1,3,,2,,2,,,,2,2,240,40,1,70,"",20.7853748105278
2121091,1,1,2,3,,2,,2,,,,2,2,24,23,1,70,"",20.7853748105278
2121091,1,3,1,3,,1,,2,,,,2,2,36,37,1,70,"",20.7853748105278
2121098,1,2,1,1,2,1,400000,2,,2,,2,2,24,26,1,70,"",42.9672839676652
2121111,1,3,1,2,,1,,2,,,,2,2,3,49,2,70,"",77.569642545076
2121111,1,3,2,2,,1,,2,,,,2,2,3,21,2,70,"",77.569642545076
2121200,1,4,1,3,,2,,2,,,,2,2,48,30,1,70,"",54.3181125734934
2121206,1,2,1,3,,2,,2,,,,2,2,12,21,2,70,"",83.0439630152443
2121212,1,2,1,3,,2,,2,,,,2,2,10,19,2,70,"",69.7462526236721
2121235,1,3,1,3,,1,,2,,,,2,2,2,48,2,70,"",46.1884319106642
2121239,1,3,1,1,2,1,240000,2,,2,,2,2,6,21,2,70,"",61.7674464144123
2121243,1,3,1,2,,2,,2,,,,2,2,36,33,2,70,"",60.0149198332902
2121251,1,1,1,2,,2,,2,,,,2,2,180,50,1,70,"",47.1569093567879
2121279,1,1,1,2,,1,,2,,,,2,2,84,39,1,70,"",58.4845268055409
2121287,1,1,1,2,,2,,2,,,,2,2,120,39,1,70,"",62.9258249942807
2121290,1,1,1,2,,2,,2,,,,2,2,24,40,1,70,"",62.9404843737699
2121294,1,2,1,2,,2,,2,,,,2,2,130,38,1,70,"",68.404045961952
2121313,1,2,1,2,,1,,2,,,,2,2,48,27,1,70,"",64.7201562563625
2121333,1,1,1,3,,2,,2,,,,2,2,8,70,2,70,"",75.0553127071836
2121340,1,2,1,2,,2,,2,,,,2,2,36,52,2,70,"",85.4411313099414
2121375,1,1,1,1,2,1,900000,2,,2,,2,2,2,27,2,20,"",95.0542497680178
2121375,1,1,2,1,2,1,900000,2,,2,,2,2,2,27,2,20,"",95.0542497680178
2121377,1,1,1,3,,1,,2,,,,2,2,264,52,2,20,"",102.214613278485
2121390,1,2,1,2,,1,,2,,,,2,2,12,22,1,20,"",63.6587516634468
2121448,1,2,1,1,2,1,900000,2,,2,,2,2,4,28,1,20,"",119.316049471758
2121459,1,1,1,3,,2,,2,,,,2,2,144,31,1,20,"",76.5024353138052
2121470,1,1,1,3,,2,,2,,,,2,2,72,40,1,20,"",127.292621597737
2121470,1,1,2,3,,2,,2,,,,2,2,1,62,1,20,"",127.292621597737
2121496,1,1,1,1,2,1,753150,2,,2,,2,2,60,48,1,20,"",164.530271876173
2121496,1,1,1,3,,2,,2,,,,2,2,36,32,1,20,"",164.530271876173
2121496,1,1,2,1,2,1,753150,2,,2,,2,2,108,24,1,20,"",164.530271876173
2121515,1,2,1,3,,1,,2,,,,2,2,60,45,2,20,"",33.0342208322236
2121532,1,1,1,1,2,1,1000000,2,,2,,2,2,156,43,2,20,"",33.2342949573717
2121536,1,2,1,1,2,2,1000000,1,363392,1,2300000,1,1,120,34,1,20,"",119.849989509806
2121536,1,2,1,2,,2,,2,,,,2,2,180,56,1,20,"",119.849989509806
2121536,1,2,2,1,2,1,1000000,1,363392,1,2300000,1,1,24,29,1,20,"",119.849989509806
2121538,1,1,1,1,2,2,664093,2,,2,,2,2,36,34,2,20,"",58.7133781393946
2121562,1,1,1,3,,2,,2,,,,2,2,7,23,2,20,"",124.400775737272
2121564,1,3,1,2,,1,,2,,,,2,2,180,30,2,20,"",86.4459160554338
2121564,1,3,2,2,,1,,2,,,,2,2,180,33,2,20,"",86.4459160554338
2121564,1,3,3,2,,1,,2,,,,2,2,180,38,2,20,"",86.4459160554338
2121564,1,3,4,2,,1,,2,,,,2,2,180,40,2,20,"",86.4459160554338
2121564,1,3,5,2,,1,,2,,,,2,2,180,42,2,20,"",86.4459160554338
2121564,1,3,6,2,,1,,2,,,,2,2,180,45,2,20,"",86.4459160554338
2121565,1,2,1,1,2,1,360000,2,,2,,2,2,24,55,2,20,"",86.2635329207461
2121565,1,2,2,1,2,1,300000,2,,2,,2,2,24,38,2,20,"",86.2635329207461
2121571,1,1,1,2,,1,,2,,,,2,2,60,34,2,20,"",105.854573674786
2121578,1,1,1,2,,1,,2,,,,2,2,180,53,2,20,"",123.337416145832
2121584,1,1,1,1,2,1,600000,2,,2,,2,2,48,60,1,20,"",65.1706521868536
2121587,1,1,1,1,2,1,210000,2,,2,,2,2,1,999,1,20,"",94.5793255539892
2121588,1,3,1,1,2,2,80000,2,,2,,2,2,4,40,1,20,"",44.3205072310996
2121588,1,3,1,2,,2,,2,,,,2,2,240,70,1,20,"",44.3205072310996
2121593,1,2,1,2,,1,,2,,,,2,2,60,72,1,20,"",64.0837056329037
2121607,1,1,1,3,,2,,2,,,,2,2,240,62,1,20,"",125.153242065962
2121665,1,1,1,3,,2,,2,,,,2,2,24,42,2,25,"",178.682127051793
2121684,1,3,1,1,2,2,450000,2,,2,,2,2,4,82,1,25,"",416.481889842083
2121688,1,4,1,2,,2,,2,,,,2,2,48,51,1,25,"",470.998895317373
2121688,1,4,1,3,,1,,2,,,,2,2,12,34,1,25,"",470.998895317373
2121688,1,4,2,2,,2,,2,,,,2,2,48,29,1,25,"",470.998895317373
2121698,1,2,1,1,2,2,2000000,2,,2,,2,2,12,55,1,25,"",927.500947914096
2121698,1,2,2,1,2,2,1200000,2,,2,,2,2,18,43,1,25,"",927.500947914096
2121698,1,2,3,1,2,2,2000000,2,,2,,2,2,3,57,1,25,"",927.500947914096
2121710,1,1,1,2,,1,,2,,,,2,2,96,78,2,11,"",38.4086131490111
2121710,1,1,2,2,,2,,2,,,,2,2,96,74,2,11,"",38.4086131490111
2121710,1,1,3,2,,2,,2,,,,2,2,96,29,2,11,"",38.4086131490111
2121722,1,1,1,1,2,2,500000,2,,2,,2,2,18,62,2,25,"",105.362676203281
2121722,1,1,2,1,2,2,500000,2,,2,,2,2,1,30,2,25,"",105.362676203281
2121722,1,1,3,1,2,1,500000,2,,2,,2,2,1,43,2,25,"",105.362676203281
2121722,1,1,4,1,2,1,500000,2,,2,,2,2,1,22,2,25,"",105.362676203281
2121722,1,1,5,1,2,2,500000,2,,2,,2,2,1,33,2,25,"",105.362676203281
2121727,1,1,1,1,2,1,1050000,2,,2,,2,2,10,35,2,25,"",181.95516943669
2121756,1,1,1,2,,2,,2,,,,2,2,120,52,2,11,"",26.4536801604824
2121775,1,1,1,2,,2,,2,,,,2,2,24,55,1,25,"",95.796659749039
2121775,1,1,1,1,2,2,900000,2,,2,,2,2,24,32,1,25,"",95.796659749039
2121804,1,1,1,3,,2,,2,,,,2,2,108,61,2,25,"",107.390794886523
2121816,1,2,1,2,,1,,2,,,,2,2,84,38,1,25,"",95.4222064984404
2121829,1,1,1,1,2,2,180000,2,,2,,2,2,24,40,2,25,"",138.862120023606
2121830,1,1,1,1,2,1,400000,2,,2,,2,2,120,27,2,25,"",116.102917281329
2121830,1,1,2,1,2,1,400000,2,,2,,2,2,30,18,2,25,"",116.102917281329
2121833,1,1,1,2,,2,,2,,,,2,2,360,65,2,25,"",116.102917281329
2121927,1,1,1,3,,2,,2,,,,2,2,24,29,2,25,"",223.51357260024
2121952,1,1,1,1,2,1,250000,2,,2,,2,2,1,998,1,25,"",60.8854484487844
2121952,1,1,2,1,2,1,250000,2,,2,,2,2,1,998,1,25,"",60.8854484487844
2121952,1,1,3,1,2,1,250000,2,,2,,2,2,1,998,1,25,"",60.8854484487844
2121952,1,1,4,1,2,1,250000,2,,2,,2,2,1,998,1,25,"",60.8854484487844
2121954,1,1,1,2,,2,,3,100000,,,2,2,240,60,1,25,"",60.8854484487844
2121964,1,2,1,2,,2,,2,,,,2,2,3,40,2,25,"",322.878960130395
2121995,1,2,1,3,,1,,2,,,,2,2,180,37,2,18,"",36.3307336689549
2122002,1,2,1,3,,2,,2,,,,2,2,60,30,2,18,"",35.3125053951236
2122002,1,2,2,3,,1,,2,,,,2,2,60,22,2,18,"",35.3125053951236
2122012,1,1,1,1,1,1,1000000,2,,2,,2,2,169,52,2,18,"",26.5630832023846
2122012,1,1,1,3,,1,,2,,,,2,2,156,23,2,18,"",26.5630832023846
2122019,1,1,1,3,,1,,2,,,,2,2,240,39,2,18,"",31.9729157389318
2122026,1,1,1,3,,1,,2,,,,2,2,120,41,2,18,"",51.5431619566776
2122033,1,1,1,1,2,1,400000,2,,2,,2,2,5,30,1,18,"",30.1536996349771
2122102,1,2,1,3,,1,,2,,,,2,2,96,55,2,18,"",18.9468994284819
2122110,1,1,1,3,,2,,2,,,,2,2,96,55,2,18,"",35.7998422880926
2122110,1,1,2,3,,1,,2,,,,2,2,96,33,2,18,"",35.7998422880926
2122131,1,1,1,3,,1,,2,,,,2,2,5,14,1,18,"",24.7519737065756
2122134,1,1,1,3,,1,,2,,,,2,2,120,52,1,18,"",19.1190729412409
2122150,1,1,1,3,,2,,2,,,,2,2,181,43,1,18,"",23.0009068003582
2122152,1,2,1,3,,1,,2,,,,2,2,26,72,1,18,"",23.2933985138634
2122160,1,1,1,3,,2,,2,,,,2,2,37,55,1,18,"",19.1190729412409
2122198,1,1,1,3,,1,,2,,,,2,2,180,24,2,18,"",42.6659361509312
2122199,1,1,1,3,,2,,2,,,,2,2,48,53,2,18,"",28.4182369420182
2122199,1,1,2,3,,1,,2,,,,2,2,48,17,2,18,"",28.4182369420182
2122202,1,1,1,3,,2,,2,,,,2,2,420,62,2,18,"",35.4295245137981
2122210,1,1,1,3,,1,,2,,,,2,2,5,38,2,18,"",32.2296411263791
2122213,1,1,1,3,,2,,2,,,,2,2,2,27,2,18,"",20.6167674586751
2122216,1,1,1,3,,2,,2,,,,2,2,4,35,2,18,"",49.9488107387959
2122216,1,1,2,3,,2,,2,,,,2,2,4,22,2,18,"",49.9488107387959
2122216,1,1,3,3,,1,,2,,,,2,2,4,14,2,18,"",49.9488107387959
2122217,1,1,1,3,,2,,2,,,,2,2,120,54,2,18,"",20.6167674586751
2122226,1,1,1,3,,2,,2,,,,2,2,96,52,2,18,"",53.2548432492642
2122226,1,1,2,3,,2,,2,,,,2,2,66,14,2,18,"",53.2548432492642
2122269,1,1,1,3,,2,,2,,,,2,2,12,22,2,41,"",18.5503353278844
2122272,1,1,1,3,,2,,2,,,,2,2,48,36,2,41,"",20.5471263383984
2122290,1,1,1,1,2,1,200000,2,,2,,2,2,72,29,2,41,"",33.4272458293277
2122290,1,1,1,3,,2,,2,,,,2,2,360,57,2,41,"",33.4272458293277
2122304,1,2,1,3,,2,,2,,,,2,2,36,50,1,41,"",42.0547925763427
2122307,1,3,1,1,2,1,80000,2,,2,,2,2,12,25,1,41,"",62.1084960511364
2122317,1,1,1,3,,2,,2,,,,2,2,60,42,1,41,"",49.4630839441054
2122317,1,1,2,3,,2,,2,,,,2,2,60,30,1,41,"",49.4630839441054
2122326,1,2,1,3,,1,,2,,,,2,2,120,58,2,41,"",94.1261714177628
2122327,1,3,1,2,,1,,2,,,,2,2,72,28,2,41,"",91.0803175411954
2122335,1,1,1,1,2,2,30000,2,,2,,2,2,12,19,2,41,"",33.7344132123054
2122335,1,1,1,3,,1,,2,,,,2,2,18,24,2,41,"",33.7344132123054
2122341,1,1,1,1,2,1,100000,2,,2,,2,2,24,28,2,41,"",57.9719503680513
2122341,1,1,1,3,,2,,2,,,,2,2,360,65,2,41,"",57.9719503680513
2122350,1,1,1,1,2,1,200000,2,,2,,2,2,12,20,2,41,"",51.8115237371611
2122350,1,1,1,3,,2,,2,,,,2,2,144,48,2,41,"",51.8115237371611
2122362,1,2,1,3,,2,,2,,,,2,2,24,54,1,41,"",40.7833038774434
2122362,1,2,2,3,,2,,2,,,,2,2,24,35,1,41,"",40.7833038774434
2122364,1,2,1,2,,2,,2,,,,2,2,4,24,1,41,"",40.0377832318412
2122366,1,1,1,3,,2,,2,,,,2,2,12,30,1,41,"",50.4807144157319
2122388,1,2,1,3,,2,,2,,,,2,2,25,17,1,41,"",48.0281500862274
2122393,1,1,1,1,2,1,210000,2,,2,,2,2,60,45,2,41,"",142.916830914165
2122393,1,1,2,1,2,1,240000,2,,2,,2,2,18,38,2,41,"",142.916830914165
2122402,1,1,1,3,,1,,2,,,,2,2,72,20,2,41,"",139.875889865078
2122408,1,1,1,3,,2,,2,,,,2,2,240,56,2,41,"",124.753769871729
2122408,1,1,2,3,,1,,2,,,,2,2,240,41,2,41,"",124.753769871729
2122413,1,1,1,1,2,1,700000,2,,2,,2,2,48,25,2,41,"",74.5850415948902
2122416,1,2,1,1,2,1,200000,2,,2,,2,2,6,19,2,41,"",122.15826417329
2122416,1,2,1,3,,2,,2,,,,2,2,24,36,2,41,"",122.15826417329
2122419,1,1,1,1,2,1,200000,2,,2,,2,2,2,50,2,41,"",122.764098898785
2122419,1,1,2,1,2,1,200000,2,,2,,2,2,1,36,2,41,"",122.764098898785
2122419,1,1,3,1,2,1,200000,2,,2,,2,2,1,42,2,41,"",122.764098898785
2122421,1,2,1,1,2,1,800000,2,,2,,2,2,60,55,2,41,"",148.719877314906
2122421,1,2,1,2,,1,,2,,,,2,2,24,20,2,41,"",148.719877314906
2122432,1,1,1,1,2,1,350000,2,,2,,2,2,60,26,1,41,"",107.949957447053
2122453,1,1,1,1,2,1,288000,2,,2,,2,2,48,25,1,41,"",75.2058105530216
2122456,1,1,1,3,,1,,2,,,,2,2,24,40,2,41,"",100.809054040081
2122460,1,1,1,3,,2,,2,,,,2,2,240,50,2,41,"",60.2695012459485
2122463,1,1,1,1,2,1,400000,2,,2,,2,2,60,25,2,41,"",71.7308567333491
2122463,1,1,2,1,2,1,400000,2,,2,,2,2,84,27,2,41,"",71.7308567333491
2122467,1,1,1,1,2,1,80000,2,,2,,2,2,12,19,2,41,"",86.866481957516
2122471,1,2,1,1,2,1,100000,2,,2,,2,2,18,45,2,41,"",100.809054040081
2122471,1,2,1,3,,2,,2,,,,2,2,96,70,2,41,"",100.809054040081
2122473,1,1,1,1,2,1,160000,2,,2,,2,2,86,45,2,41,"",142.121364317041
2122473,1,1,2,1,2,1,120000,2,,2,,2,2,60,40,2,41,"",142.121364317041
2122473,1,1,3,1,2,1,160000,2,,2,,2,2,72,43,2,41,"",142.121364317041
2122480,1,3,1,3,,2,,2,,,,2,2,120,55,1,41,"",51.2257698124624
2122483,1,2,1,1,2,2,150000,2,,2,,2,2,3,22,1,41,"",70.6381184189654
2122483,1,2,1,3,,1,,2,,,,2,2,13,30,1,41,"",70.6381184189654
2122493,1,1,1,2,,1,,2,,,,2,2,120,52,1,41,"",79.2365293636339
2122503,1,1,1,3,,2,,2,,,,2,2,48,46,2,41,"",94.2221005311138
2122503,1,1,2,3,,2,,2,,,,2,2,24,14,2,41,"",94.2221005311138
2122505,1,1,1,3,,1,,2,,,,2,2,360,53,2,41,"",113.070929498068
2122512,1,1,1,3,,1,,2,,,,2,2,2,20,2,41,"",64.6973688420618
2122521,1,1,1,3,,1,,2,,,,2,2,240,29,2,41,"",85.3382058875948
2122522,1,1,1,1,2,1,120000,2,,2,,2,2,48,20,2,41,"",76.2142155876777
2122522,1,1,2,1,2,1,120000,2,,2,,2,2,36,19,2,41,"",76.2142155876777
2122526,1,1,1,1,2,1,200000,2,,2,,2,2,6,42,1,41,"",54.4344711513321
2122526,1,1,1,3,,1,,2,,,,2,2,180,32,1,41,"",54.4344711513321
