DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,FEX_MICRO_DPTO
7024141,1,3,
7024147,1,1,223.77823274782
7024149,1,1,235.41328852617
7024150,1,1,252.533786527689
7024151,1,1,229.475469274978
7024151,1,2,
7024153,1,1,224.258474234478
7024153,1,2,224.258474234478
7024154,1,1,248.924131127504
7024155,1,1,220.1592948401
7024158,1,1,107.753743143126
7024158,1,3,107.753743143126
7024159,1,1,284.249592704457
7024161,1,1,233.778084427219
7024161,1,2,233.778084427219
7024162,1,1,355.229436326777
7024163,1,1,187.175007197557
7024163,1,2,
7024164,1,1,235.41328852617
7024164,1,2,235.41328852617
7024166,1,1,255.588913533026
7024167,1,1,107.753743143126
7024167,1,2,107.753743143126
7024167,1,3,107.753743143126
7024168,1,1,381.342880584824
7024169,1,1,231.110673373929
7024171,1,1,138.951806278192
7024172,1,1,246.285528561993
7024172,1,5,246.285528561993
7024173,1,1,267.464552035409
7024174,1,1,239.715903678411
7024175,1,1,278.068688248896
7024176,1,1,385.645495737065
7024177,1,1,284.249592704457
7024179,1,1,298.160611300809
7024180,1,1,298.160611300809
7024180,1,2,
7024181,1,1,220.186544616461
7024182,1,1,135.533120543033
7024183,1,1,487.123326241623
7024184,1,1,144.84177068535
7024184,1,2,144.84177068535
7024184,1,6,144.84177068535
7024185,,,
7024186,1,1,298.160611300809
7024187,1,1,290.691996764926
7024187,1,2,290.691996764926
7024188,1,1,357.530357540798
7024189,1,1,487.123326241623
7024190,1,2,312.525349579468
7024191,1,1,
7024193,1,1,500.707612603869
7024193,1,2,500.707612603869
7024194,1,1,236.866910577278
7024194,1,2,236.866910577278
7024196,1,1,400.65854949413
7024196,1,2,400.65854949413
7024197,1,1,296.044755476045
7024198,1,1,474.610390873496
7024200,1,1,476.31698849632
7024201,1,2,507.89167165477
7024204,1,1,50.9473895508542
7024205,1,2,60.566825983122
7024208,1,1,64.6204192065564
7024224,1,1,9.14776770760863
7024225,1,1,13.3060247753358
7024226,1,1,14.1990007615936
7024239,1,1,21.955502692445
7024249,1,3,24.980078499708
7024250,1,1,13.6778802091997
7024251,1,1,16.65190061119
7024259,1,1,14.0061966727278
7024282,1,1,
7024283,1,1,45.3633297858859
7024283,1,2,45.3633297858859
7024293,1,1,28.4924595068175
7024294,1,2,28.2216774952987
7024295,1,1,44.4483888632723
7024296,1,2,47.4753427858141
7024310,1,1,35.1090176178202
7024324,1,3,5.55300767813595
7024328,1,2,10.2541891241153
7024333,1,1,32.651432759965
7024335,1,1,6.5267459455813
7024342,1,4,9.21783301656682
7024358,1,3,12.0600701391048
7024361,1,1,16.7174091445774
7024381,1,1,34.4213880596307
7024389,1,1,72.414860478583
7024392,1,1,78.9728083889921
7024392,1,2,78.9728083889921
7024393,1,1,46.8868185443802
7024394,1,1,56.292257965271
7024395,1,1,57.1421538447573
7024400,1,1,56.2699051576765
7024401,1,1,41.3141701479332
7024402,1,2,27.2424043524087
7024403,1,1,39.8070653181168
7024411,1,1,73.8024597043975
7024413,1,1,80.7684726260973
7024414,1,1,65.4215178456109
7024414,1,2,65.4215178456109
7024425,1,1,67.5626942527745
7024433,1,1,104.663352526092
7024434,1,1,86.4750313074829
7024442,1,1,48.6473150154436
7024446,1,1,27.7992733066204
7024449,1,1,19.2824038219345
7024452,1,1,46.5256209389818
7024453,1,1,35.1820022584144
7024461,1,1,47.2321052587614
7024462,1,1,42.7360149133069
7024463,1,1,41.6179998467827
7024464,1,1,47.2321052587614
7024472,1,1,25.7555917693724
7024476,1,4,28.8068435178571
7024479,1,1,53.5160382010285
7024480,1,1,72.9549265745665
7024483,1,2,79.731877018887
7024485,1,1,24.9608002675118
7024486,1,1,20.6920453604081
7024488,1,1,69.3639277051619
7024493,1,1,70.3156580995413
7024494,1,1,
7024499,1,2,44.793717275666
7024508,1,1,14.6662641580057
7024512,1,2,6.97730487849331
7024513,1,2,9.13512596403174
7024516,1,2,
7024521,1,1,76.8704401065862
7024522,1,2,
7024527,1,2,71.4130879319388
7024530,1,1,72.0233124016081
7024534,1,1,
7024535,1,2,77.9623263149775
7024549,1,1,77.0748682957506
7024555,1,1,135.259925800481
7024557,2,1,44.7891874368754
7024560,1,1,49.760109468298
7024561,1,1,
7024574,1,2,
7024576,1,2,178.458890677833
7024591,1,1,
7024592,1,2,33.7292443500906
7024597,1,2,
7024600,1,2,
7024600,1,3,
7024606,1,1,25.6580879335995
7024608,1,1,
7024610,1,3,
7024618,1,2,5.95545703857329
7024619,3,2,6.79829468019927
7024626,1,2,6.920050416433
7024627,1,2,8.96234214998986
7024641,1,1,6.60497599088239
7024643,1,1,3.74530215969748
7024646,1,1,9.18278395067846
7024653,1,1,8.50157877132351
7024663,1,3,
7024665,1,1,17.5048170892291
7024666,1,4,
7024667,1,1,
7024668,1,2,18.0224512254754
7024675,1,2,14.7218762375143
7024675,1,4,
7024677,1,1,11.1241803136015
7024677,1,3,11.1241803136015
7024679,1,2,18.932713518808
7024680,1,1,18.6989763148721
7024685,1,1,
7024685,1,2,18.6026071931782
7024686,1,1,8.93330856494208
7024693,1,1,5.67507369426284
7024697,1,1,13.5893089858456
7024701,1,1,9.74894045602602
7024702,1,1,7.65508467596123
7024705,1,2,9.74861071088023
7024709,1,1,3.33117366881197
7024718,1,1,5.59310306609124
7024719,1,2,
7024720,1,1,5.68698053106186
7024722,1,2,2.18732163231208
7024724,1,1,3.35873791681021
7024725,1,1,11.1394242770853
7024726,1,2,12.3472618083153
7024739,1,1,9.44630147409458
7024740,1,2,
7024744,4,1,11.6424552655882
7024754,1,1,16.606708762276
7024756,1,2,20.0899498949673
7024756,1,4,20.0899498949673
7024756,1,8,20.0899498949673
7024761,1,2,14.9477934978678
7024761,1,4,14.9477934978678
7024762,1,1,15.5522949234436
7024763,1,1,27.3433206520236
7024764,1,1,17.5898085978073
7024767,1,1,14.4800542465835
7024778,1,1,12.0792533914903
7024779,1,2,15.2094670771673
7024780,1,1,19.0253698881342
7024784,1,1,7.26843899580886
7024784,1,6,
7024791,1,2,13.6139142567525
7024801,1,1,17.7828744574177
7024804,1,1,
7024804,1,2,
7024810,1,1,9.54441484298133
7024815,1,2,15.4565129559072
7024816,1,1,5.9056066840947
7024817,1,1,31.7975471786171
7024828,1,2,11.7044487753084
7024835,1,2,
7024835,1,3,
7024836,1,2,6.07829306301914
7024837,1,2,
7024839,1,2,6.68396333698852
7024846,1,1,5.75513062801025
7024851,1,1,5.06995814357688
7024859,1,1,
7024866,1,1,3.85240143098835
7024867,1,2,4.72057094235834
7024876,1,1,4.40223757604426
7024881,1,2,
7024891,1,1,16.2041607643476
7024901,1,1,13.6818090181337
7024908,1,2,17.8480567241264
7024910,1,1,18.1488090529463
7024913,1,1,15.6136487706311
7024913,1,2,15.6136487706311
7024924,1,1,2.08609468863986
7024925,1,1,3.93780126636143
7024925,1,2,3.93780126636143
7024927,1,2,3.68238858178963
7024929,1,1,6.896004631144
7024931,1,1,7.94423429782503
7024935,1,2,9.39058421890362
7024937,1,1,8.36434844182124
7024939,1,1,8.41606167134567
7024941,1,2,17.6509155632272
7024941,1,4,
7024941,1,10,17.6509155632272
7024944,1,1,19.5978610765824
7024946,1,5,11.4368926520434
7024947,1,2,14.9359693061199
7024948,1,1,13.0315842178633
7024951,1,1,14.6779938432991
7024955,1,1,19.3754716199041
7024958,1,1,13.0800894478563
7024959,1,1,16.6143825300512
7024961,1,2,19.0759672441873
7024965,1,1,24.6883022405478
7024965,1,2,24.6883022405478
7024973,1,1,
7024978,1,1,25.5114794558736
7024982,1,1,9.65873958712394
7024987,1,2,37.1770288609967
7024995,1,1,34.6345541284599
7024996,1,4,34.3998831834602
7025009,1,1,29.4724494194701
7025014,1,1,29.4724494194701
7025016,1,1,9.66488290452344
7025016,1,4,9.66488290452344
7025017,1,1,13.4234484785048
7025017,1,3,13.4234484785048
7025020,1,1,9.70928490617252
7025021,2,2,8.6983946140711
7025023,1,2,10.7095803932793
7025027,1,1,35.6634179176915
7025029,1,2,35.6634179176915
7025033,1,1,37.7531387783977
7025042,1,1,33.9360947415974
7025044,1,1,27.0079268080084
7025046,1,3,34.117326346184
7025047,1,2,32.2439153089485
7025048,1,1,40.6262198970262
7025057,1,1,23.7776583165238
7025059,1,1,
7025062,1,1,41.1874498570421
7025064,1,1,34.0047623141993
7025065,1,1,37.039420998103
7025066,1,1,32.8807512360976
7025071,1,1,27.7993029487425
7025088,1,2,10.5812651535603
7025092,1,1,14.400722663671
7025104,1,1,12.6436095360253
7025105,1,1,14.5922172776972
7025105,1,2,14.5922172776972
7025105,1,5,14.5922172776972
7025120,1,2,9.60722441842296
7025122,1,2,10.8485277565179
7025124,1,1,12.8006423677075
7025132,1,1,12.6783664738269
7025134,1,2,13.2708148351654
7025148,1,1,10.8485277565179
7025150,1,1,8.16201465816605
7025152,1,2,12.4440762015333
7025159,1,2,18.7226974039052
7025163,1,2,18.2866319538679
7025164,1,2,16.9331974559433
7025166,1,1,20.1665532742005
7025167,1,1,15.8261822076465
7025173,1,2,12.8690082836089
7025187,1,2,13.1489440446164
7025189,1,1,
7025190,1,1,
7025195,1,1,24.2582082550702
7025195,1,3,
7025199,1,1,17.1591815361156
7025212,1,1,17.9243937485433
7025216,1,2,16.4876537738855
7025227,1,1,23.559922849943
7025229,1,1,40.6224512910855
7025232,1,3,10.0201073095416
7025233,1,1,12.2501180259996
7025244,1,1,10.9388530202191
7025250,1,1,47.5221307155624
7025252,1,2,27.2474572130431
7025253,1,1,24.1167232448325
7025259,1,1,29.5601718958708
7025259,1,2,29.5601718958708
7025260,2,1,30.7357439499894
7025266,1,1,19.4135841482622
7025266,1,2,19.4135841482622
7025268,1,1,18.9953710884368
7025268,1,2,18.9953710884368
7025269,1,1,32.0475749768317
7025270,1,1,12.3769038851823
7025270,1,2,12.3769038851823
7025270,1,3,12.3769038851823
7025270,1,4,12.3769038851823
7025274,1,1,21.5362327093507
7025275,1,1,29.7007750995616
7025276,1,1,21.8187993844676
7025278,1,1,26.5164751020991
7025279,1,1,20.1469003264888
7025283,1,1,14.4653763431115
7025284,1,1,
7025285,1,1,16.0441674106855
7025285,1,2,16.0441674106855
7025285,1,4,16.0441674106855
7025287,1,1,22.6472887580312
7025294,1,1,83.509522041977
7025304,1,1,35.0172191171046
7025304,1,2,35.0172191171046
7025305,1,1,38.7733807674533
7025306,1,2,30.7272654157562
7025309,1,1,20.8818082453706
7025309,1,2,20.8818082453706
7025310,1,2,9.28656340937937
7025317,1,2,22.0188516837657
7025320,1,1,36.1739565734147
7025330,1,1,13.8657665380157
7025330,1,3,13.8657665380157
7025334,1,2,27.0964612298726
7025338,1,1,43.9774742521428
7025338,1,2,43.9774742521428
7025339,2,1,34.734964136256
7025341,1,1,8.44664592762118
7025341,1,4,8.44664592762118
7025342,1,2,11.6988651192225
7025342,1,5,11.6988651192225
7025344,1,1,11.9905714714834
7025350,1,1,31.4714527142494
7025350,1,2,31.4714527142494
7025353,1,1,33.843408523998
7025362,1,2,20.6710942458307
7025371,1,2,21.7638255686371
7025373,1,1,26.5779281364956
7025373,1,3,26.5779281364956
7025393,1,1,24.1162766201358
7025393,1,2,24.1162766201358
7025399,1,1,
7025401,1,2,13.8735484197929
7025405,1,1,32.1517745568899
7025407,1,1,107.101019803992
7025408,1,1,146.779620190086
7025409,1,1,27.718100382307
7025411,1,1,29.932809606249
7025411,1,2,29.932809606249
7025415,2,1,58.8919034120581
7025424,1,1,60.9171604483797
7025435,1,1,52.5441834960947
7025435,1,2,52.5441834960947
7025436,1,1,22.1744803058456
7025437,1,1,86.5922121816248
7025438,1,1,130.296442795495
7025466,1,1,4.78694621585534
7025467,1,1,3.4875457626161
7025471,1,2,4.2880586199574
7025475,1,2,2.029117534613
7025478,1,1,
7025484,1,1,
7025548,1,1,4.43453413711149
7025548,1,4,4.43453413711149
7025550,1,1,3.72819983781619
7025551,1,1,3.75035583725208
7025571,1,1,
7025578,1,2,49.8653162454301
7025579,1,1,57.371802937908
7025585,1,4,74.8037100506756
7025595,1,1,24.5377062460296
7025609,1,1,40.3082066344995
7025610,1,1,61.90757429956
7025611,1,1,41.4282804950553
7025611,1,2,41.4282804950553
7025627,1,1,69.1802063879656
7025639,1,1,51.6013522624626
7025647,1,2,66.3900903701697
7025662,1,1,65.5731375935517
7025662,1,4,
7025663,1,1,122.523071274586
7025663,1,2,122.523071274586
7025676,1,1,71.0074295685122
7025678,1,1,84.5535855852913
7025678,1,2,84.5535855852913
7025685,1,2,72.1359296517614
7025689,1,1,135.612186936806
7025705,1,1,49.4237220807299
7025719,1,3,81.0654872819371
7025721,1,1,98.1074431223454
7025723,1,1,113.010155780672
7025723,1,6,113.010155780672
7025734,1,1,79.9838012186067
7025736,1,1,92.2926440047828
7025742,1,1,56.3552323472441
7025743,1,2,93.7581354027841
7025743,1,3,93.7581354027841
7025744,1,2,6.50539648874689
7025745,1,2,6.50539648874689
7025746,1,1,9.74736766595642
7025749,1,2,8.63668585280922
7025750,1,1,6.50539648874689
7025750,1,2,6.50539648874689
7025752,1,2,6.50539648874689
7025754,1,1,9.81165253894137
7025756,1,1,6.50539648874689
7025758,1,1,11.7137814287801
7025761,1,1,31.9379994154739
7025762,1,1,31.9379994154739
7025763,1,1,31.9379994154739
7025764,1,1,14.386735880511
7025767,1,1,7.98449985386847
7025773,1,1,98.3591416932578
7025773,1,2,98.3591416932578
7025779,1,2,130.684079959633
7025781,1,1,92.0966605362412
7025783,1,1,115.319224220341
7025785,1,2,108.391056908141
7025787,1,1,
7025793,1,2,131.145522257677
7025797,1,1,29.7434092651155
7025799,1,1,57.1349882673917
7025800,1,1,47.0715534977885
7025802,1,1,25.8175697025726
7025811,1,1,95.3071229431196
7025819,1,1,20.9022568739622
7025824,1,2,14.939665787538
7025826,1,1,18.561860622834
7025826,1,2,18.561860622834
7025826,1,3,
7025826,1,4,
7025830,1,1,12.0920637791041
7025831,1,2,17.9929295958803
7025840,1,1,67.0200535082294
7025841,1,1,
7025848,1,1,55.1745637396684
7025855,1,2,48.8091541153455
7025856,1,1,44.1922909745066
7025856,1,2,44.1922909745066
7025857,1,1,54.8456275133807
7025858,1,2,37.0360452620099
7025859,1,1,44.1922909745066
7025860,1,1,48.9036074415099
7025883,1,1,46.0049861023697
7025885,1,1,46.8732872850912
7025886,1,1,48.1468588406129
7025887,1,1,
7025888,1,1,42.840939520888
7025892,1,1,51.1155803943413
7025894,1,1,50.822064194111
7025896,1,1,38.9463086553527
7025898,1,3,57.7951724308753
7025899,1,1,50.3148638248194
7025900,1,1,55.1174053004893
7025907,1,2,31.8817959188585
7025907,1,3,31.8817959188585
7025909,1,1,32.5738428499714
7025912,1,1,43.7123754414604
7025913,1,1,52.0606477439021
7025915,1,1,43.0222842693738
7025916,1,2,50.965455961468
7025919,1,1,49.9606071470812
7025920,1,4,
7025921,1,1,56.8953134028355
7025921,1,7,56.8953134028355
7025923,1,1,32.5738428499714
7025924,1,2,9.29107050866718
7025927,1,1,16.7161273661147
7025927,1,2,16.7161273661147
7025938,1,2,46.2350540810454
7025962,1,1,317.689141213141
7025993,1,1,10.6326704066493
7026002,1,1,20.8460232517571
7026010,1,2,11.2092335196598
7026012,1,3,13.8189965934747
7026031,1,1,11.565424430295
7026037,1,2,9.43254761081526
7026038,1,1,11.1089656616546
7026042,1,1,17.4059699638246
7026044,1,2,13.5753558562182
7026049,1,2,10.3147433026972
7026057,1,1,9.60722441842296
7026060,1,1,9.69920653460528
7026060,1,3,9.69920653460528
7026092,1,1,92.5332078098822
7026093,1,9,61.933454550026
7026095,1,2,78.7671782863869
7026096,1,1,72.2960912724722
7026096,1,2,72.2960912724722
7026097,1,1,81.9686463610135
7026101,1,1,88.4999698680004
7026104,1,2,69.6339136671155
7026104,1,4,69.6339136671155
7026105,1,2,95.867778850949
7026109,1,1,44.9145937019885
7026110,1,1,45.3325003523654
7026112,1,1,41.1317341846238
7026118,1,1,40.6514006914152
7026118,1,2,
7026120,1,1,47.6802022278103
7026123,1,1,17.3982798781225
7026123,1,4,17.3982798781225
7026130,1,1,118.487176301002
7026130,1,2,118.487176301002
7026130,1,4,118.487176301002
7026131,1,1,29.6730543336065
7026133,1,1,99.9097099787435
7026147,1,2,47.8921595611787
7026154,1,1,63.2404598404124
7026155,1,2,17.7583021197141
7026156,1,1,17.7583021197141
7026160,1,2,26.0349704612221
7026161,1,2,26.0349704612221
7026162,1,1,26.0349704612221
7026171,1,1,83.0481743783764
7026171,1,2,83.0481743783764
7026176,1,1,99.9246685054247
7026180,1,1,86.4912252329566
7026181,1,1,95.4852256471234
7026187,1,2,72.7965302805073
7026188,1,1,45.662278490981
7026192,1,1,64.5721403015973
7026209,1,2,
7026210,1,1,17.0341363519237
7026221,1,1,17.0341363519237
7026238,1,1,
7026239,1,2,58.7192670766225
7026240,1,1,55.0858235428187
7026246,1,1,65.4049620815636
7026248,1,1,44.583678472039
7026256,1,1,44.583678472039
7026275,1,1,72.20596758482
7026276,1,1,68.2167054358612
7026290,1,1,50.5422061540644
7026292,1,2,44.5567340327853
7026315,1,1,48.1216426834057
7026329,1,1,19.2618226126145
7026329,1,2,19.2618226126145
7026334,1,1,11.3719289436158
7026343,1,1,23.1650282286056
7026345,1,1,78.1928719012799
7026351,1,1,13.174424758883
7026355,1,1,
7026364,1,2,
7026367,1,1,17.475801198138
7026367,1,2,17.475801198138
7026374,1,2,39.0465584201698
7026381,1,1,121.809549636039
7026381,1,3,121.809549636039
7026383,1,1,
7026386,1,1,295.566523028211
7026386,1,3,
7026387,1,2,191.930825805413
7026387,1,4,191.930825805413
7026396,1,2,22.230570272421
7026397,1,1,
7026405,1,1,20.3501596789325
7026426,1,1,18.3402204747474
7026438,1,1,39.3930940853689
7026442,,,
7026446,1,1,50.4475505479826
7026461,1,2,60.9946943896794
7026462,1,1,57.2189742370037
7026464,1,1,48.2188138878146
7026472,1,1,66.3124039594043
7026474,1,2,
7026483,1,1,48.9368100419938
7026495,1,1,58.000323467981
7026497,1,1,68.9871950654708
7026499,1,1,67.3072592838361
7026504,1,1,40.1557778942961
7026517,1,1,60.2656061196334
7026520,1,1,42.861434592923
7026525,1,1,53.3667663700373
7026527,1,1,55.717358267437
7026529,1,1,53.3667663700373
7026531,1,1,37.7532954561758
7026533,1,1,37.7532954561758
7026534,1,1,65.6001704153514
7026536,1,2,56.2871194090687
7026537,1,1,83.919595859162
7026550,1,1,69.2088782095033
7026569,1,1,38.6581591514896
7026586,1,1,230.807264268933
7026588,1,1,200.348816594062
7026595,1,1,84.8108726768618
7026602,1,1,59.4128074655448
7026602,1,2,59.4128074655448
7026603,1,1,63.25330703047
7026605,1,1,44.8156768040439
7026610,1,1,55.3077167691516
7026612,1,1,64.5552812543924
7026615,1,1,49.2972444844482
7026617,1,1,52.9070780690631
7026619,1,1,50.7266873116157
7026620,1,1,67.4009757952168
7026620,1,2,67.4009757952168
7026623,1,1,54.7910420942751
7026625,1,1,275.414584230749
7026632,1,1,157.515330858085
7026635,1,1,189.311586944979
7026637,1,1,189.311586944979
7026643,1,1,62.7413215012704
7026651,1,1,37.9934119401158
7026668,1,1,47.5184058133872
7026668,1,2,47.5184058133872
7026670,1,1,111.348712979202
7026671,1,1,114.892228552151
7026672,1,1,99.6156499617529
7026679,1,1,95.9155939686363
7026694,1,2,49.4026946414604
7026695,1,1,65.660472919028
7026697,1,1,35.980546060236
7026706,1,4,93.1197633098495
7026709,1,2,57.2579913783277
7026711,2,1,
7026712,1,1,67.6470963633393
7026714,1,1,58.7023547260321
7026717,1,1,11.6267315039516
7026721,1,2,11.6267315039516
7026726,1,1,13.4770444700441
7026728,1,1,16.6463939923385
7026729,1,1,19.3228517791106
7026737,1,1,11.7006869784128
7026739,1,1,9.62413996922621
7026753,1,1,140.558769551717
7026754,1,1,128.727868733901
7026754,1,2,128.727868733901
7026756,1,1,117.308369580686
7026763,1,3,74.8359096091371
7026764,1,2,71.8047552672884
7026765,1,2,60.4554241966975
7026767,1,4,65.0851227931506
7026768,1,8,57.9686780212266
7026774,1,2,63.8590679978787
7026776,1,1,52.3836576383819
7026784,1,2,48.9154998179978
7026791,1,1,14.8466700198135
7026800,1,1,90.8026934770931
7026801,1,1,89.2729052163484
7026809,1,1,71.4130879319388
7026811,1,2,119.500936553424
7026813,1,1,76.6243311370969
7026813,1,2,76.6243311370969
7026814,1,1,78.8138235142935
7026817,1,2,325.903089115226
7026830,1,1,463.42943607568
7026831,1,2,433.140217006591
7026831,1,3,433.140217006591
7026834,1,1,211.919591323935
7026837,1,2,112.614621203961
7026843,1,1,80.3397239234312
7026844,1,1,222.088258211116
7026849,1,1,77.7014113847476
7026854,1,1,43.142156050729
7026872,1,5,49.1098050328784
7026873,1,2,49.1493483523195
7026879,1,1,199.389009310172
7026879,1,2,199.389009310172
7026883,1,1,345.033943278522
7026883,1,3,345.033943278522
7026890,1,1,321.998467812277
7026891,1,1,275.811163135794
7026893,1,2,358.554512076532
7026908,1,1,
7026910,1,2,
7026912,1,2,19.1111524557468
7026914,1,3,23.3579658350471
7026915,1,2,26.5767326111071
7026915,1,3,26.5767326111071
7026915,1,4,
7026920,1,3,29.3863726375651
7026924,1,2,
7026926,1,2,29.3100938983702
7026930,1,2,29.5347972279337
7026934,1,1,25.6984718857833
7026952,1,1,7.75875754726344
7026956,1,1,11.1529112712872
7026958,1,1,
7026961,1,3,
7026962,1,2,10.3320409649389
7026965,1,1,7.93509294606488
7026971,1,1,10.8976948176522
7026975,1,1,7.71476051765839
7026978,1,1,6.18051817109182
7026979,1,2,15.6916708554328
7026980,1,2,13.067156477855
7026989,1,1,6.431892385588
7026991,1,2,3.90808048319235
7026998,1,1,11.2057190958588
7026999,1,5,7.31039110807003
7026999,1,6,7.31039110807003
7027000,1,1,16.7866449131789
7027000,1,3,16.7866449131789
7027014,1,2,15.9134700811174
7027021,1,2,14.8927038923797
7027022,1,1,21.3790647141036
7027036,1,1,9.6039766663429
7027038,1,1,17.43029686267
7027041,1,1,28.6350034382839
7027045,1,1,24.4935758829804
7027048,1,1,
7027055,1,1,6.24595062902244
7027073,1,1,5.65264938553251
7027082,1,1,3.22116953738563
7027083,1,1,3.22116953738563
7027085,1,1,5.12079770708892
7027089,1,1,11.709487513974
7027094,1,2,11.6955113220473
7027097,1,1,15.67098893332
7027102,1,1,12.7853917134238
7027107,1,1,8.3987978066647
7027119,1,2,19.9810100085849
7027133,1,1,16.526246247924
7027133,1,2,16.526246247924
7027135,1,3,6.56178520454967
7027135,1,5,6.56178520454967
7027137,1,1,7.36014299011922
7027137,1,4,7.36014299011922
7027141,1,4,11.6653959191994
7027145,1,1,21.4109017753613
7027148,1,2,14.7352988609665
7027149,1,1,8.39908506182358
7027149,1,2,8.39908506182358
7027151,1,3,19.7440463285682
7027154,1,4,13.8277998882535
7027156,1,1,26.985991011714
7027161,1,1,17.80381648795
7027165,1,1,13.2959164169368
7027167,1,2,30.4450074230266
7027180,1,1,18.441731193646
7027180,1,2,18.441731193646
7027182,1,1,22.7056687306877
7027183,1,1,18.7161733636421
7027183,1,2,18.7161733636421
7027184,1,1,33.5963402472943
7027184,2,1,33.5963402472943
7027185,1,2,186.492903041349
7027194,1,3,93.1514087709466
7027197,1,1,
7027207,1,1,3.77328094081055
7027213,1,1,8.38851383819291
7027224,1,1,2.63091685851897
7027228,1,2,1.85683626996156
7027240,1,2,2.40161690718162
7027242,1,2,
7027245,1,1,
7027246,1,1,5.68033313769604
7027266,1,1,2.54895242657394
7027269,1,2,2.74922809667637
7027269,1,3,
7027277,1,6,
7027285,1,1,
7027287,1,2,3.53429771136803
7027299,1,1,3.85198368601936
7027299,1,5,3.85198368601936
7027307,1,2,7.41502007578709
7027307,1,3,7.41502007578709
7027310,1,1,
7027311,1,1,6.558673897883
7027325,1,1,5.76549988160784
7027329,1,1,4.72150511117247
7027335,1,2,22.1118904480968
7027338,1,1,13.6997245690164
7027342,1,2,11.4795479099066
7027348,1,1,16.1730282506129
7027349,1,1,16.5815692031984
7027357,1,1,20.001749740807
7027368,1,3,23.4052641609936
7027370,1,1,20.2162853132661
7027382,1,1,19.4449929172171
7027390,1,1,4.44239551740969
7027390,1,4,4.44239551740969
7027393,1,1,5.98240886771906
7027395,1,1,3.12914203295979
7027397,1,1,10.8148065131612
7027401,1,1,
7027402,1,1,12.4030887861867
7027406,1,2,18.3405215969035
7027409,1,1,15.9754892733349
7027410,1,1,13.4975991790686
7027411,1,1,16.3954993836706
7027419,1,1,20.1206820668235
7027422,1,1,29.6525128147456
7027432,1,1,11.6186764445191
7027436,1,1,35.2620738718964
7027437,1,1,22.077158972899
7027437,1,2,22.077158972899
7027438,1,1,18.9766492610596
7027440,1,1,43.5121308743924
7027440,1,3,
7027441,1,2,28.0727798090598
7027444,1,1,21.9186451390619
7027458,1,1,24.6766698685076
7027460,1,1,27.2427911061458
7027475,1,2,11.2153825445285
7027482,1,1,10.9710798376248
7027483,1,1,11.2969917135852
7027489,1,1,14.1057650122612
7027500,1,2,28.3689573943762
7027500,1,3,28.3689573943762
7027501,1,2,28.4294917970966
7027503,1,1,
7027506,1,1,30.6293942769265
7027508,1,1,29.3307884592622
7027512,1,1,19.0732215320743
7027514,1,1,24.4285015624926
7027516,1,1,32.5628706320527
7027518,1,1,32.1413285961976
7027520,1,1,33.682069725792
7027524,1,1,24.3717495843111
7027524,1,5,24.3717495843111
7027527,1,1,28.761184148639
7027531,1,1,31.8357630947715
7027532,1,2,20.8972038743407
7027533,1,2,31.3909148363356
7027542,1,1,20.7195419153232
7027563,1,1,26.7476672192716
7027567,1,1,23.0713625867986
7027570,1,1,35.4940268056729
7027577,1,2,35.3338512423702
7027579,1,5,40.43074121096
7027580,1,2,10.7152285970033
7027584,2,1,13.3758488562876
7027585,1,1,9.6193319577821
7027588,1,2,10.0136975445014
7027588,1,3,10.0136975445014
7027591,1,3,8.73725878848908
7027593,1,1,11.3146872479815
7027596,1,1,
7027599,1,1,12.3827988374616
7027601,1,1,10.4806084564614
7027605,1,1,12.1576570404169
7027605,1,2,12.1576570404169
7027620,1,1,14.1848867492768
7027625,1,1,18.1785849102274
7027627,1,1,15.114060539285
7027631,1,2,10.7636570164477
7027632,1,3,53.7432206248725
7027635,1,1,10.7636570164477
7027641,1,2,22.4304421230145
7027647,1,1,21.923149378537
7027647,1,2,21.923149378537
7027647,1,3,21.923149378537
7027653,1,2,6.41901045597599
7027656,1,1,17.3735026388299
7027666,1,1,14.9174684105131
7027670,1,1,
7027675,1,3,77.6457856292607
7027675,1,4,77.6457856292607
7027676,1,1,48.2794289210253
7027678,1,1,18.8338922480649
7027689,1,4,24.0424657872909
7027690,1,1,34.1011523758328
7027692,1,2,25.5851516114867
7027693,1,2,23.9316975328467
7027694,1,1,39.4097965262555
7027699,1,1,18.5375057637096
7027703,1,1,33.3028749331349
7027715,1,1,55.7453214648132
7027715,1,4,55.7453214648132
7027718,1,1,23.126349759003
7027721,1,1,25.3789401386967
7027724,1,6,24.7575183279712
7027730,1,1,31.1745345798301
7027731,1,1,176.895240082677
7027737,1,1,24.8976436019948
7027737,1,2,24.8976436019948
7027742,1,1,40.5489767840634
7027744,1,1,22.9855907525656
7027745,1,1,26.2651281149405
7027745,1,3,26.2651281149405
7027745,1,4,26.2651281149405
7027748,1,1,32.2016137028256
7027761,1,1,11.4042688329654
7027761,1,2,11.4042688329654
7027761,1,4,11.4042688329654
7027762,1,4,7.0181279190936
7027763,1,1,10.6086002993729
7027763,1,2,10.6086002993729
7027764,1,1,8.79609963086727
7027764,1,2,8.79609963086727
7027764,1,3,8.79609963086727
7027765,1,1,8.5555724604478
7027766,1,2,26.4864839975849
7027767,1,1,21.9238878364871
7027768,1,1,25.0681701273675
7027770,1,1,29.1721039178434
