DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
7266722,1,3,1,1,5,1,2,47,"",45.1247500018047
7266724,1,1,2,1,2,1,2,47,"",73.6234368208583
7266733,1,1,1,4,5,1,2,47,"",105.730552875151
7266734,1,1,1,1,4,6,2,47,"",104.22092529215
7266736,1,2,1,2,5,2,1,47,"",78.9971642800706
7266737,1,1,1,2,5,1,1,47,"",78.7791330416152
7266738,1,1,1,1,5,1,1,47,"",66.635518925032
7266739,1,1,1,1,3,1,1,47,"",77.1671353015633
7266742,1,2,1,2,3,1,1,47,"",108.351514897097
7266743,1,1,1,1,5,1,1,47,"",63.1202924739225
7266743,1,4,1,1,1,6,1,47,"",63.1202924739225
7266745,1,1,1,1,5,1,2,47,"",62.7268130917695
7266746,1,1,1,3,5,1,2,47,"",55.1446263347352
7266747,1,1,1,1,5,1,2,47,"",50.4033168463823
7266747,1,3,1,3,5,1,2,47,"",50.4033168463823
7266748,1,1,1,6,5,1,2,47,"",80.5266073055918
7266749,1,1,1,3,5,1,2,47,"",96.1791166062865
7266749,1,3,1,3,4,1,2,47,"",96.1791166062865
7266750,1,1,2,2,2,4,2,47,"",87.258280853067
7266751,1,1,1,1,5,1,2,47,"",53.7644401898677
7266753,1,1,1,4,5,1,2,47,"",53.9616052383414
7266753,1,2,1,3,5,1,2,47,"",53.9616052383414
7266753,1,8,1,3,5,1,2,47,"",53.9616052383414
7266754,1,2,1,4,5,1,2,47,"",80.9246902213624
7266756,1,1,1,3,5,1,2,47,"",76.7036268078135
7266756,1,2,1,4,5,1,2,47,"",76.7036268078135
7266759,1,1,1,5,5,1,1,47,"",143.72459857053
7266760,1,1,1,1,5,1,1,47,"",99.5493587203314
7266760,1,2,2,4,5,1,1,47,"",99.5493587203314
7266760,1,3,1,2,5,1,1,47,"",99.5493587203314
7266765,1,4,1,1,5,6,1,47,"",71.176621781032
7266765,1,6,1,1,2,1,1,47,"",71.176621781032
7266766,1,3,2,1,5,1,1,47,"",59.4653123779694
7266768,1,1,1,1,5,3,1,47,"",123.772291078037
7266771,1,2,1,4,4,2,2,47,"",69.9817038027764
7266772,1,1,2,3,5,1,2,47,"",76.2762085454703
7266773,1,2,1,2,3,2,2,47,"",44.7546219680172
7266774,1,1,1,1,5,1,2,47,"",68.6561196238143
7266774,1,3,1,2,2,1,2,47,"",68.6561196238143
7266775,1,5,1,1,4,1,2,47,"",63.3816277352439
7266778,1,1,1,1,5,1,2,47,"",70.9953803755944
7266781,1,2,1,3,4,1,2,47,"",73.6098484338879
7266782,1,1,1,1,4,1,2,47,"",91.1138087270901
7266782,1,3,1,4,3,1,2,47,"",91.1138087270901
7266783,1,1,1,1,5,1,2,47,"",54.5789590864695
7266784,1,1,2,3,5,1,2,47,"",101.70161139396
7266785,1,1,2,2,5,1,2,47,"",66.039569696779
7266790,1,1,1,1,5,1,2,47,"",72.654669279316
7266792,1,1,1,1,5,1,1,70,"",35.3908119267734
7266792,1,3,1,5,4,1,1,70,"",35.3908119267734
7266792,1,6,1,1,1,6,1,70,"",35.3908119267734
7266802,1,1,1,1,5,1,1,70,"",70.6811258100501
7266804,1,1,1,1,1,1,1,70,"",65.5224674092418
7266808,1,1,2,3,5,2,1,70,"",56.9509692939046
7266811,1,1,1,2,5,2,1,70,"",48.3519734863493
7266814,1,4,1,5,2,1,1,70,"",50.2053935828685
7266816,1,1,1,3,5,1,2,70,"",78.1499653417259
7266819,1,2,1,3,5,1,2,70,"",70.9187131453609
7266825,1,1,1,2,5,6,1,70,"",69.885258789967
7266830,1,2,1,1,3,6,1,70,"",31.3433391374114
7266833,1,1,1,6,5,6,1,70,"",90.9910817659918
7266835,1,1,1,1,4,1,2,70,"",138.338653349152
7266835,1,2,1,1,5,1,2,70,"",138.338653349152
7266840,1,1,1,1,3,4,2,70,"",69.9841603206259
7266847,1,1,1,1,5,1,1,70,"",42.1118812588825
7266848,1,2,1,1,5,6,1,70,"",70.8397742587073
7266850,1,3,1,1,3,3,1,70,"",79.4510837521351
7266852,1,1,1,2,1,3,1,70,"",34.946166614247
7266856,1,2,1,2,4,6,1,70,"",37.6694980133883
7266857,1,1,1,4,1,1,1,70,"",41.9898220792077
7266860,1,3,1,3,5,1,2,70,"",53.573156400447
7266861,1,1,1,1,5,6,1,70,"",28.7744854944176
7266861,1,3,1,1,2,6,1,70,"",28.7744854944176
7266862,1,1,1,1,4,3,1,70,"",66.0974260468884
7266868,1,3,1,5,5,1,1,70,"",35.5171918728747
7266869,1,1,1,1,4,8,1,70,"",32.0544353207269
7266872,1,1,1,5,3,6,1,70,"",70.5516475964634
7266874,1,1,1,1,1,1,1,70,"",28.4605106916495
7266877,1,2,1,5,5,2,1,70,"",40.787840315488
7266878,1,2,1,6,5,6,1,70,"",45.6978550165751
7266884,1,1,1,1,4,6,1,70,"",126.010251484741
7266884,1,2,1,2,1,1,1,70,"",126.010251484741
7266884,1,4,1,1,3,1,1,70,"",126.010251484741
7266885,1,1,1,4,5,2,1,70,"",45.437722831509
7266885,1,3,1,1,1,4,1,70,"",45.437722831509
7266885,1,4,1,1,1,6,1,70,"",45.437722831509
7266886,1,2,2,1,5,3,1,70,"",108.486404823353
7266887,1,1,1,3,5,1,1,70,"",45.437722831509
7266888,1,2,1,3,5,6,1,70,"",75.3152204623295
7266889,1,5,1,1,1,4,1,70,"",84.9473998673617
7266891,1,2,2,1,5,1,1,70,"",90.6009019512929
7266892,1,2,1,1,5,1,1,70,"",67.0618969953017
7266894,1,1,1,1,5,1,1,70,"",46.8452985259053
7266895,1,1,1,2,2,1,1,70,"",38.5674119197549
7266896,1,2,1,3,2,2,1,70,"",32.2136540271264
7266897,1,1,1,2,5,3,1,70,"",16.1556347845365
7266898,1,2,2,2,4,2,1,70,"",44.7720292867051
7266901,1,1,1,1,3,1,1,70,"",40.9859254611799
7266901,1,2,1,1,4,1,1,70,"",40.9859254611799
7266903,1,3,1,1,1,6,1,70,"",23.8442300427739
7266904,1,3,1,1,5,6,1,70,"",16.1556347845365
7266905,1,2,1,1,1,3,1,70,"",26.9960737887089
7266905,1,3,1,5,1,1,1,70,"",26.9960737887089
7266907,1,1,1,2,5,4,1,70,"",36.0217114355217
7266909,1,1,1,2,4,1,1,70,"",77.4296328569716
7266913,1,2,1,6,2,1,1,70,"",87.5695175028445
7266915,1,1,1,2,2,1,1,70,"",85.2723144910436
7266917,1,1,1,1,3,6,1,70,"",95.3630349289338
7266918,1,1,1,1,2,4,1,70,"",64.7654120033964
7266919,1,1,1,1,3,4,1,70,"",93.7244186759198
7266920,1,1,1,1,5,6,1,70,"",90.0475189124951
7266920,1,4,2,2,4,1,1,70,"",90.0475189124951
7266921,1,1,1,1,4,1,1,70,"",81.3648036175147
7266923,1,1,2,1,4,3,1,70,"",83.5742535694683
7266923,1,2,1,1,2,1,1,70,"",83.5742535694683
7266928,1,1,2,1,2,4,1,70,"",57.6364576797843
7266930,1,1,1,1,2,2,1,70,"",37.3798767531827
7266931,1,2,1,2,2,1,1,70,"",45.3004509756465
7266931,1,3,1,5,4,1,1,70,"",45.3004509756465
7266932,1,3,2,2,2,1,1,70,"",50.7331771045322
7266934,1,1,1,1,5,4,1,70,"",27.0809287215534
7266935,1,1,1,5,4,1,1,70,"",57.6286782802632
7266936,1,1,1,2,4,2,1,70,"",59.0317789160902
7266941,1,2,1,2,3,2,2,70,"",73.9570613296806
7266942,1,1,1,3,5,2,2,70,"",116.451881652046
7266942,1,2,1,3,4,1,2,70,"",116.451881652046
7266945,1,1,5,1,1,,2,70,"",122.703923754508
7266946,1,1,1,4,5,1,2,70,"",80.2799633658657
7266946,1,2,1,4,5,2,2,70,"",80.2799633658657
7266947,1,2,1,3,5,2,2,70,"",69.9420005632492
7266948,1,1,1,1,5,6,2,70,"",127.810625322972
7266949,1,1,1,3,5,2,2,70,"",80.2799633658657
7266951,1,1,1,1,4,6,2,70,"",128.26944762708
7266952,1,2,1,1,1,1,2,70,"",41.5957213062164
7266953,1,1,1,1,5,1,2,70,"",69.1816246517115
7266954,1,1,1,3,5,1,2,70,"",49.2878041070707
7266954,1,3,1,3,5,2,2,70,"",49.2878041070707
7266954,1,4,1,3,4,6,2,70,"",49.2878041070707
7266957,1,3,1,1,4,1,2,70,"",30.126676783853
7266957,1,6,1,1,4,6,2,70,"",30.126676783853
7266957,1,10,1,1,5,6,2,70,"",30.126676783853
7266959,1,1,1,4,2,1,2,70,"",69.1816246517115
7266959,1,2,1,1,5,1,2,70,"",69.1816246517115
7266962,1,1,1,2,4,6,2,70,"",74.7595833785676
7266964,1,2,1,3,5,1,2,70,"",63.3125831834084
7266968,1,1,1,4,5,1,2,70,"",65.6513338461099
7266972,1,2,1,1,5,1,2,70,"",33.1684360730788
7266972,1,3,1,6,4,6,2,70,"",33.1684360730788
7266972,1,4,1,1,3,8,2,70,"",33.1684360730788
7266975,1,1,2,1,5,6,2,70,"",41.2102502163588
7266976,1,2,1,1,5,1,2,70,"",56.5916400228208
7266978,1,1,1,1,5,1,1,70,"",42.4736457865273
7266979,1,1,2,2,5,3,1,70,"",70.9240700926741
7266981,1,1,1,4,2,6,1,70,"",64.8045687737811
7266981,1,2,1,4,2,1,1,70,"",64.8045687737811
7266981,1,3,1,4,1,6,1,70,"",64.8045687737811
7266983,1,1,1,3,5,1,1,70,"",65.0851997717447
7266987,1,1,1,1,2,3,1,70,"",77.2361749432974
7266989,1,1,1,1,5,1,2,70,"",84.5347355635571
7266990,1,1,1,1,5,1,2,70,"",76.7464833087503
7266992,1,1,1,2,5,1,2,70,"",87.0752003794263
7266993,1,1,1,3,5,1,2,70,"",59.8799707322191
7266997,1,1,1,3,1,1,2,70,"",82.6449256129922
7266998,1,1,1,2,1,1,2,70,"",81.6388905896692
7267000,1,3,3,4,3,1,2,70,"",53.7319433884153
7267001,1,1,1,1,5,6,2,70,"",56.8906625061431
7267001,1,3,1,3,5,6,2,70,"",56.8906625061431
7267002,1,2,1,4,4,1,2,70,"",69.6920199313046
7267003,1,1,1,1,5,6,2,70,"",86.2689431124489
7267003,1,2,1,1,4,2,2,70,"",86.2689431124489
7267005,1,1,1,1,5,1,2,70,"",55.1251876501639
7267005,1,4,1,1,5,6,2,70,"",55.1251876501639
7267006,1,1,1,1,5,6,2,70,"",49.2321216590841
7267009,1,2,1,5,4,1,2,70,"",82.4321777206603
7267010,1,1,1,1,1,6,2,70,"",86.170590419069
7267011,1,1,1,6,5,6,2,70,"",82.6449256129922
7267012,1,1,1,3,5,1,2,70,"",37.227551588356
7267012,1,3,1,1,5,6,2,70,"",37.227551588356
7267012,1,4,1,6,2,6,2,70,"",37.227551588356
7267014,1,1,1,1,5,1,2,70,"",56.1325135659068
7267014,1,2,2,2,5,1,2,70,"",56.1325135659068
7267015,1,1,2,1,5,1,2,70,"",87.6478024247805
7267016,1,1,1,2,3,1,2,70,"",52.9077313400136
7267017,1,1,1,1,5,1,2,70,"",87.0752003794263
7267018,1,1,1,2,2,3,2,70,"",83.327743213114
7267019,1,1,1,1,2,1,2,70,"",82.6449256129922
7267020,1,1,1,3,5,1,2,70,"",63.6053470316155
7267020,1,3,1,2,2,6,2,70,"",63.6053470316155
7267022,1,2,1,2,1,6,2,70,"",86.5615699069108
7267023,1,1,1,2,5,3,2,70,"",84.2323531734713
7267024,1,1,1,1,4,6,2,70,"",97.7948969379441
7267027,1,1,1,1,4,6,1,70,"",74.245605236653
7267028,1,1,1,1,4,6,1,70,"",74.245605236653
7267030,1,1,1,3,4,4,1,70,"",68.5246745945485
7267031,1,1,1,2,1,6,1,70,"",74.782899380087
7267032,1,1,1,1,5,1,1,70,"",45.6810996787814
7267033,1,1,1,1,2,2,1,70,"",76.4638131938644
7267034,1,1,1,1,2,2,1,70,"",70.1460374327102
7267036,1,1,1,1,4,6,1,70,"",66.774968821734
7267039,1,1,1,1,1,1,1,70,"",29.3959744886392
7267040,1,1,1,2,5,1,1,70,"",31.0238497504842
7267041,1,1,1,2,5,1,1,70,"",15.7419490769206
7267042,1,1,1,1,5,6,1,70,"",18.5025378185265
7267045,1,3,1,1,5,6,1,70,"",23.4373774674159
7267048,1,4,1,3,5,6,2,70,"",67.4673947291751
7267050,1,1,1,1,5,6,2,70,"",120.217180526644
7267051,1,3,1,1,5,6,2,70,"",56.0772209768053
7267054,1,2,1,1,1,1,2,70,"",109.184131126693
7267057,1,1,2,1,2,1,1,70,"",17.4835654763498
7267058,1,2,1,2,4,1,1,70,"",22.3780511191252
7267059,1,1,3,2,4,2,1,70,"",26.7283220395965
7267062,1,1,3,1,2,6,1,70,"",53.6952898116894
7267063,1,1,1,4,4,1,1,70,"",31.6244512705994
7267064,1,1,1,2,3,1,1,70,"",60.3608644574657
7267065,1,1,1,1,5,2,1,70,"",53.4471279779916
7267067,1,1,1,2,5,1,1,70,"",60.4628753662117
7267073,1,1,1,2,1,6,2,70,"",44.3867374206379
7267075,1,1,1,1,5,1,2,70,"",25.0804034029507
7267079,1,1,1,1,5,6,2,70,"",44.1854744996457
7267079,1,3,1,1,4,6,2,70,"",44.1854744996457
7267079,1,4,1,1,1,6,2,70,"",44.1854744996457
7267081,1,1,1,3,5,8,2,70,"",16.6377590998978
7267081,1,3,1,1,5,6,2,70,"",16.6377590998978
7267082,1,1,1,6,5,2,2,70,"",33.8553523260649
7267083,1,1,1,1,5,1,2,70,"",28.0122358797948
7267087,1,2,1,2,2,2,2,70,"",18.5330394508619
7267088,1,1,1,1,5,6,2,70,"",30.8450855784149
7267090,1,1,1,3,5,6,2,70,"",19.2089253230453
7267090,1,2,1,3,5,6,2,70,"",19.2089253230453
7267090,1,3,3,2,4,1,2,70,"",19.2089253230453
7267093,1,1,1,2,2,1,2,70,"",34.9448469977886
7267096,1,1,1,6,1,6,2,70,"",45.048288238786
7267104,1,1,1,2,4,1,1,25,"",307.602769651549
7267104,1,2,1,2,1,2,1,25,"",307.602769651549
7267105,1,4,2,3,5,7,1,25,"",389.114553303204
7267108,1,3,1,2,1,1,1,25,"",824.22968705177
7267110,1,1,1,2,3,3,2,25,"",195.019767149895
7267111,1,1,1,1,2,1,2,25,"",169.628465056463
7267112,1,1,1,5,5,1,1,25,"",875.366110968298
7267112,1,2,1,2,3,1,1,25,"",875.366110968298
7267121,1,1,1,2,4,3,2,25,"",285.51365273797
7267122,1,1,1,1,5,5,2,25,"",142.185830724537
7267157,1,1,2,2,2,1,1,25,"",325.915901896815
7267175,1,1,1,1,5,1,2,15,"",14.3122856657751
7267176,1,1,1,1,2,2,2,15,"",5.28749587322157
7267182,1,1,1,1,3,2,2,15,"",11.021081193028
7267184,1,1,1,4,5,1,2,15,"",15.7770163530769
7267208,1,1,1,3,5,1,2,50,"",53.9842744573131
7267220,1,1,1,3,5,1,1,50,"",52.1871656383301
7267224,1,1,1,5,4,1,1,50,"",100.537015519563
7267228,1,2,1,2,5,4,1,50,"",59.8742308687798
7267233,1,1,3,5,1,3,1,50,"",57.447404956621
7267244,1,2,1,2,4,2,1,50,"",62.9125626382925
7267252,1,1,1,5,4,1,1,50,"",53.9047002128768
7267256,1,1,1,5,4,1,1,50,"",89.2799211761666
7267260,1,1,1,2,2,4,1,50,"",25.6478716586084
7267262,1,1,1,2,3,1,2,50,"",11.8103668954619
7267266,1,1,1,2,2,1,2,50,"",11.8103668954619
7267267,1,1,1,2,4,3,2,50,"",14.3703526111873
7267267,1,2,1,2,2,1,2,50,"",14.3703526111873
7267289,1,1,3,5,5,2,1,50,"",68.9662302762692
7267291,1,1,1,5,3,1,1,50,"",64.7824140254934
7267295,1,1,1,4,5,1,1,50,"",51.5525626534172
7267296,1,1,1,5,4,1,1,50,"",46.875937470156
7267298,1,1,2,5,4,1,1,50,"",46.2284405947305
7267320,1,1,3,4,5,1,2,50,"",45.2650214953128
7267321,1,2,2,2,1,1,2,50,"",45.0399849847092
7267324,1,1,2,5,5,2,2,50,"",50.4329957990224
7267326,1,1,2,2,3,2,2,50,"",48.4665371482349
7267333,1,1,1,5,5,1,1,50,"",48.5464422937595
7267348,1,1,1,3,5,2,2,50,"",72.6998057223523
7267349,1,1,1,3,5,1,1,50,"",70.8745918276035
7267354,1,1,1,4,3,1,1,50,"",70.8745918276035
7267355,1,1,1,2,5,2,1,50,"",64.6357285654146
7267381,1,2,1,2,3,3,1,18,"",42.5017021712915
7267383,1,1,1,4,1,2,1,18,"",38.1630448823938
7267384,1,1,1,2,5,1,1,18,"",28.8794888535
7267389,1,1,1,5,4,6,1,18,"",35.2640998232058
7267416,1,1,1,1,1,2,1,18,"",31.9540551859654
7267420,1,1,1,2,4,1,1,18,"",27.2798219546944
7267422,1,1,1,2,4,3,1,18,"",32.2799328716894
7267424,1,2,1,2,3,2,1,18,"",39.7973435225076
7267432,1,1,1,2,3,1,1,18,"",52.6291325393936
7267432,1,2,1,5,3,4,1,18,"",52.6291325393936
7267438,1,1,1,2,5,1,1,18,"",58.325751116021
7267440,1,1,1,1,5,1,1,18,"",45.8401275590952
7267453,1,2,1,4,1,1,2,54,"",122.328950429338
7267456,1,2,1,1,3,2,1,54,"",134.263152261807
7267460,1,1,1,2,2,1,1,54,"",97.7356967122218
7267460,1,2,1,1,3,1,1,54,"",97.7356967122218
7267461,1,1,1,1,1,1,1,54,"",85.1701004512527
7267462,1,2,1,1,2,2,1,54,"",144.19297103341
7267463,1,1,1,1,3,4,1,54,"",145.295633932681
7267465,1,2,1,1,4,1,2,54,"",136.239009721587
7267467,1,1,3,5,4,1,2,54,"",89.7271379058587
7267467,1,2,2,1,2,1,2,54,"",89.7271379058587
7267471,1,1,2,2,3,2,2,54,"",156.487198941116
7267472,1,1,1,5,5,6,2,54,"",92.2907704174547
7267475,1,1,1,1,5,1,1,54,"",90.6716583425325
7267475,1,2,1,4,1,1,1,54,"",90.6716583425325
7267486,1,1,1,1,5,8,1,73,"",120.569299255693
7267488,1,1,1,3,5,1,1,73,"",142.450800568559
7267488,1,3,5,3,5,,1,73,"",142.450800568559
7267492,1,1,1,1,1,8,1,73,"",85.6852285403169
7267495,1,1,1,1,1,6,2,73,"",48.1782973360306
7267496,1,1,1,2,2,1,2,73,"",62.9141958836552
7267499,1,1,1,1,2,1,2,73,"",59.162596338778
7267502,1,1,1,2,5,1,2,73,"",66.8346822461634
7267502,1,2,1,5,3,1,2,73,"",66.8346822461634
7267505,1,2,2,3,5,2,2,73,"",59.3868371781243
7267506,1,1,2,1,5,2,2,73,"",78.2953151861383
7267506,1,4,1,2,3,2,2,73,"",78.2953151861383
7267507,1,1,4,2,1,,2,73,"",116.977561436658
7267507,1,2,1,2,3,1,2,73,"",116.977561436658
7267508,1,2,1,2,1,1,2,73,"",94.7679651654595
7267510,1,1,5,3,4,,2,73,"",62.5154056843834
7267514,1,3,1,1,2,2,2,73,"",62.7396465237298
7267516,1,3,1,1,5,2,2,73,"",90.7894875988265
7267516,1,4,1,1,1,2,2,73,"",90.7894875988265
7267517,1,1,1,2,5,1,2,73,"",43.8479259420733
7267519,1,1,1,3,5,1,2,73,"",60.4482289093725
7267522,1,2,1,2,1,2,2,73,"",94.7679651654595
7267523,1,1,2,3,5,1,2,73,"",57.457983507557
7267524,1,1,5,3,5,,2,73,"",53.0003838413334
7267526,1,2,1,1,3,1,1,73,"",118.453326835349
7267528,1,1,1,2,4,1,1,73,"",69.9131781996899
7267529,1,1,1,2,5,8,1,73,"",63.4283793135148
7267530,1,1,1,2,5,1,1,73,"",71.4059656781499
7267534,1,1,1,2,5,2,1,73,"",126.529519915075
7267535,1,2,1,2,2,2,1,73,"",107.1585723054
7267536,1,2,2,2,2,1,1,73,"",83.1064039072107
7267539,1,1,1,2,5,1,2,73,"",59.3868371781243
7267542,1,1,5,1,5,,2,73,"",62.8255642586326
7267546,1,1,1,1,2,1,2,73,"",94.7679651654595
7267548,1,1,1,1,4,1,2,73,"",94.7679651654595
7267550,1,2,1,2,1,3,1,73,"",48.3428577452064
7267551,1,1,1,2,5,6,1,73,"",37.5376757363358
7267558,1,1,1,5,1,4,1,73,"",47.0838313052514
7267561,1,1,1,2,5,3,1,73,"",41.0568328366173
7267563,1,1,1,1,2,3,1,73,"",28.8045505569412
7267565,1,1,1,4,2,3,1,73,"",53.6926277962408
7267566,1,2,1,1,1,1,1,73,"",51.3705948579059
7267571,1,1,1,3,2,1,2,73,"",79.2356319453592
7267572,1,1,1,3,5,3,2,73,"",104.165456666095
7267573,1,1,1,3,5,1,2,73,"",79.2356319453592
7267574,1,1,1,3,4,1,2,73,"",64.8519756542795
7267579,1,1,1,3,5,1,2,73,"",84.6287607689465
7267579,1,2,1,3,5,1,2,73,"",84.6287607689465
7267581,1,1,5,2,5,,2,73,"",84.6287607689465
7267582,1,1,4,2,5,,2,73,"",86.6412948945412
7267583,1,1,4,2,5,,2,73,"",64.8519756542795
7267584,1,1,4,2,2,,2,73,"",82.0183566034682
7267585,1,2,4,2,5,,2,73,"",101.269828032831
7267586,1,1,4,2,5,,2,73,"",68.3622784984532
7267589,1,1,2,2,2,1,2,73,"",90.2645017138694
7267590,1,2,4,2,4,,2,73,"",132.492771976485
7267590,1,5,4,2,4,,2,73,"",132.492771976485
7267591,1,1,1,3,3,1,2,73,"",145.940893358747
7267592,1,1,2,3,5,1,2,73,"",64.8519756542795
7267594,1,1,2,3,3,1,2,73,"",79.9119980696889
7267597,1,1,2,3,5,1,2,73,"",104.165456666095
7267599,1,1,1,3,5,1,2,73,"",83.2812644692221
7267620,1,1,5,1,4,,1,73,"",86.2019160627854
7267625,1,2,1,4,3,3,1,73,"",113.442256374393
7267640,1,2,2,2,3,1,1,73,"",139.640671085067
7267648,1,1,1,5,2,1,1,73,"",121.21258857061
7267655,1,1,1,2,3,3,1,73,"",129.335630315811
7267656,1,1,1,3,5,1,2,73,"",52.1223355593681
7267657,1,1,2,3,5,1,2,73,"",49.8902018574322
7267658,1,1,1,3,5,1,2,73,"",63.6649903230759
7267665,1,1,5,3,5,,2,73,"",58.6376275042891
7267667,1,1,5,3,5,,2,73,"",50.0602335821931
7267696,1,1,3,3,4,1,2,73,"",55.6629739385481
7267696,1,2,3,3,5,1,2,73,"",55.6629739385481
7267701,1,1,3,2,5,1,2,73,"",58.434861931658
7267701,1,2,3,3,5,1,2,73,"",58.434861931658
7267701,1,3,1,2,4,1,2,73,"",58.434861931658
7267705,1,1,2,3,5,1,2,73,"",52.6162877985536
7267710,1,1,1,3,5,1,2,73,"",49.9178684284526
7267711,1,1,1,2,4,1,2,73,"",55.8567293003194
7267712,1,1,1,3,5,1,2,73,"",47.3546590186982
7267713,1,1,1,3,5,3,2,73,"",49.9178684284526
7267715,1,1,1,3,5,1,2,73,"",49.9178684284526
7267717,1,2,1,2,5,1,2,73,"",52.6162877985536
7267725,1,2,5,3,5,,2,73,"",52.8149634832655
7267726,1,1,4,2,1,,2,73,"",83.9636991320675
7267728,1,1,1,3,4,1,2,73,"",57.8575485950667
7267728,1,2,2,2,2,3,2,73,"",57.8575485950667
7267734,1,1,1,3,5,3,2,73,"",75.5673292188608
7267741,1,2,1,1,2,2,1,73,"",134.312464052414
7267742,1,1,1,3,1,3,1,73,"",132.972594459827
7267762,1,1,1,2,5,1,2,73,"",60.3176545931486
7267764,1,1,1,2,5,1,2,73,"",32.6373173543276
7267769,1,1,1,4,1,1,2,05,"",168.774249735636
7267779,1,1,1,2,4,6,2,05,"",211.989875710039
7267784,1,2,1,4,2,1,2,05,"",190.843394244045
7267791,1,2,1,1,4,6,2,05,"",32.3757917991996
7267795,1,1,1,1,5,3,2,05,"",43.9249160781201
7267797,1,2,5,3,5,,2,05,"",51.7734162751465
7267799,1,1,1,4,1,3,2,05,"",53.9729470844862
7267801,1,1,1,1,5,1,2,05,"",48.7945633643556
7267809,1,1,4,2,3,,2,05,"",53.0252528214755
7267811,1,1,1,3,5,6,1,23,"",146.674757768515
7267814,1,2,2,1,3,2,1,23,"",148.387500278247
7267815,1,1,1,3,5,1,1,23,"",151.255246653555
7267816,1,1,1,5,4,1,1,23,"",141.631790208664
7267818,1,1,1,1,5,1,1,23,"",170.208928525737
7267818,1,2,1,4,5,1,1,23,"",170.208928525737
7267818,1,5,1,2,2,2,1,23,"",170.208928525737
7267820,1,1,4,1,1,,1,23,"",179.725927525723
7267821,1,2,1,1,5,6,1,23,"",108.494534344123
7267823,1,2,1,1,5,1,1,23,"",84.4676527035375
7267831,1,1,1,3,5,6,2,23,"",317.626535008419
7267832,1,1,1,1,5,6,2,23,"",370.118303261899
7267833,1,1,1,3,5,2,2,23,"",361.299035259029
7267834,1,1,1,3,5,1,2,23,"",582.816277589375
7267835,1,1,1,3,5,2,2,23,"",477.80697895672
7267836,1,1,1,3,5,1,2,23,"",502.119805703572
7267837,1,1,1,2,2,1,2,23,"",386.828076105723
7267839,1,1,1,3,5,1,2,23,"",239.634637164214
7267839,1,2,1,4,1,1,2,23,"",239.634637164214
7267840,1,1,1,1,4,1,2,23,"",364.95482065652
7267840,1,2,1,4,3,1,2,23,"",364.95482065652
7267841,1,1,1,1,4,2,2,23,"",208.078266946292
7267842,1,1,1,1,4,1,2,23,"",364.95482065652
7267843,1,1,2,4,5,1,2,23,"",206.447752755693
7267846,1,2,1,1,5,6,2,23,"",438.807275627705
7267848,1,1,1,2,1,1,1,23,"",131.609270970918
7267851,1,1,1,3,5,6,2,23,"",288.024241732164
7267851,1,3,1,1,5,6,2,23,"",288.024241732164
7267851,1,4,1,1,5,6,2,23,"",288.024241732164
7267872,1,1,1,4,2,1,1,05,"",61.720213648237
7267874,1,1,1,1,5,1,1,05,"",23.35959458826
7267887,1,1,3,2,4,1,1,05,"",46.9280814472425
7267894,1,1,1,2,5,1,1,05,05,145.864949155058
7267899,1,1,1,1,4,1,1,05,05,144.003701494814
7267900,1,2,1,1,1,6,1,05,05,38.4015831673799
7267903,1,4,1,1,3,1,1,05,05,285.674791364665
7267911,1,3,1,5,5,1,1,05,05,470.910814376731
7267912,1,1,1,2,3,1,1,05,05,306.056295529278
7267917,1,1,1,2,4,1,1,05,05,94.3820584700639
7267919,1,3,1,5,1,1,1,05,05,117.108256740694
7267921,1,2,1,2,5,3,1,05,05,72.2678665742743
7267935,1,1,1,1,3,1,1,05,05,72.0416323680996
7267936,1,2,1,1,2,6,1,05,05,84.83188117491
7267937,1,1,1,1,2,6,1,05,05,94.759751522985
7267940,1,2,1,4,4,1,1,05,05,74.1483314761692
7267941,1,1,1,2,3,1,1,05,05,89.3211288107342
7267946,1,1,1,5,4,6,1,05,05,117.420027343801
7267959,1,1,1,2,5,6,1,05,05,96.6366033317888
7267962,1,1,1,1,4,1,1,05,05,108.660978766133
7267964,1,2,1,2,2,6,1,05,05,108.387717548124
7267966,1,1,1,5,1,1,1,08,08,45.370622441966
7267977,1,1,1,1,4,1,1,08,08,57.3633655355666
7267982,1,1,1,2,3,1,1,08,08,27.4340183331892
7267986,1,1,1,2,3,1,1,08,08,155.77458128255
7267996,1,2,1,4,3,3,1,11,11,233.873353347766
7268014,1,2,2,2,4,4,1,13,13,35.8980700482558
7268019,1,2,1,1,3,1,1,13,13,12.7414629704545
7268019,1,3,1,4,4,2,1,13,13,12.7414629704545
7268020,1,1,1,2,5,1,1,13,13,38.2329481599037
7268021,1,1,1,1,4,1,1,13,13,22.4030030480218
7268022,1,1,1,1,5,1,1,13,13,27.6740566711201
7268024,1,4,1,1,5,1,1,13,13,24.7150890231462
7268028,1,1,3,2,4,1,1,13,13,78.113813138415
7268029,1,1,1,1,5,1,1,13,13,39.2084403083067
7268032,1,2,1,1,3,7,1,13,13,10.9212539746753
7268032,1,3,1,4,3,1,1,13,13,10.9212539746753
7268033,1,2,1,1,5,6,1,13,13,28.3675160506861
