DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
5037219,1,2,1,1,4,1,1,70,70,9.93625957171358
5037220,1,2,1,1,2,1,1,70,70,14.9666214819943
5037221,1,2,1,1,3,1,1,70,70,11.2556401677514
5037225,1,1,1,5,5,6,1,70,70,12.8091308236248
5037227,1,4,1,1,3,1,1,70,70,9.74247939047678
5037230,1,2,1,1,3,2,1,70,70,10.5131642454088
5037232,1,1,1,5,5,6,1,70,70,13.7630954505903
5037234,1,1,2,5,5,2,1,70,70,7.35208349638106
5037236,1,1,1,5,5,2,1,70,70,14.1928414946373
5037236,1,2,1,4,5,2,1,70,70,14.1928414946373
5037236,1,5,1,4,5,6,1,70,70,14.1928414946373
5037239,1,1,1,1,3,4,1,70,70,16.8508259167866
5037245,1,1,1,2,3,1,1,70,70,15.6589070904286
5037250,1,1,1,2,5,6,1,70,70,8.75056044925801
5037255,1,1,1,2,5,1,1,70,70,5.94704026118943
5037255,1,3,1,1,2,1,1,70,70,5.94704026118943
5037255,1,5,1,1,2,1,1,70,70,5.94704026118943
5037256,1,2,1,1,3,1,1,70,70,6.16132569992474
5037257,1,2,1,2,5,1,1,70,70,5.50110930778581
5037257,1,5,1,2,4,6,1,70,70,5.50110930778581
5037257,1,8,1,2,5,6,1,70,70,5.50110930778581
5037257,1,12,1,2,3,6,1,70,70,5.50110930778581
5037258,1,1,1,4,1,1,1,70,70,5.80671126913722
5037258,2,3,1,4,2,1,1,70,70,5.80671126913722
5037259,1,1,1,2,5,1,1,70,70,5.87741705632566
5037260,1,1,1,2,1,1,1,70,70,5.84108194086437
5037263,1,1,1,2,5,1,1,70,70,3.13344413608026
5037271,1,1,1,1,5,1,1,70,70,5.82267558207257
5037271,1,2,1,4,2,1,1,70,70,5.82267558207257
5037272,1,1,1,1,4,1,1,70,70,6.60152981579274
5037273,1,1,1,2,3,1,1,70,70,5.82267558207257
5037277,1,1,1,2,2,1,1,70,70,9.5163407357041
5037279,1,3,1,1,2,1,1,70,70,9.19135959097453
5037282,1,2,1,2,2,1,1,70,70,8.86637844624495
5037283,1,1,1,1,5,1,1,70,70,10.0867066367792
5037284,1,1,1,1,3,1,1,70,70,9.45747034266128
5037287,1,1,1,2,5,3,1,70,70,8.75417463545967
5037290,1,1,2,1,4,3,1,70,70,9.37109374490455
5037294,1,2,1,1,3,1,1,70,70,8.30245027033965
5037296,1,1,1,1,5,1,1,70,70,8.68254792411745
5037296,1,2,1,1,2,1,1,70,70,8.68254792411745
5037300,1,6,1,1,3,1,1,70,70,5.57645665865548
5037303,1,2,1,4,4,4,1,70,70,8.46140808715591
5037307,1,1,1,2,4,6,1,70,70,8.17009741419958
5037308,1,2,2,4,5,2,1,70,70,7.72764008730348
5037309,1,2,1,4,5,2,1,70,70,5.58835811855456
5037311,1,1,1,3,3,4,1,70,70,6.98254364912247
5037312,1,2,1,1,5,1,1,70,70,6.17792992050241
5037313,1,1,3,5,5,5,1,70,70,10.6006900559048
5037314,1,1,1,1,5,1,1,70,70,3.29169889042775
5037314,1,2,1,1,5,1,1,70,70,3.29169889042775
5037314,1,4,1,5,2,1,1,70,70,3.29169889042775
5037324,1,2,1,2,5,1,1,70,70,5.31438578385143
5037325,1,1,1,1,5,6,1,70,70,5.00275915250324
5037326,1,5,1,1,5,1,1,70,70,7.53266214322676
5037327,1,1,1,1,3,1,1,70,70,6.11675010641967
5037328,1,1,1,2,3,1,1,70,70,8.68917017060158
5037330,1,1,1,1,4,6,1,70,70,7.86209548469041
5037331,1,1,1,2,1,1,1,70,70,11.9094412712634
5037334,1,2,1,1,3,1,1,70,70,8.08606122799525
5037335,1,2,1,1,3,1,1,70,70,9.91713811203946
5037339,1,2,1,1,5,1,1,70,70,9.0740193283
5037340,1,1,1,2,5,1,1,70,70,9.27384226693267
5037340,1,2,1,4,2,1,1,70,70,9.27384226693267
5037343,1,2,1,1,5,1,1,70,70,5.34004913057235
5037346,1,1,1,1,5,1,1,70,70,8.03888035707764
5037346,1,2,1,1,3,1,1,70,70,8.03888035707764
5037347,1,1,1,1,5,1,1,70,70,8.87956458303775
5037348,1,1,1,1,2,1,1,70,70,9.70743514605698
5037350,1,2,1,2,5,1,1,70,70,11.1567803760444
5037351,1,1,1,1,4,1,1,70,70,6.07499110357826
5037351,1,2,1,1,5,1,1,70,70,6.07499110357826
5037353,1,1,1,1,4,1,1,70,70,9.27918487123337
5037355,1,1,1,5,2,6,1,70,70,8.83375567793373
5037359,1,2,1,1,3,1,1,70,70,8.41053139632705
5037360,2,2,1,2,5,1,1,70,70,13.1233826280611
5037365,1,3,1,2,5,1,1,70,70,10.6935443652001
5037366,1,1,1,2,5,1,1,70,70,12.5959892792301
5037367,1,1,1,1,5,6,1,70,70,9.03271490129393
5037367,1,7,1,1,2,1,1,70,70,9.03271490129393
5037369,1,1,1,5,3,1,1,70,70,7.79952283127218
5037370,1,1,1,5,5,1,1,70,70,7.08940348733256
5037372,1,1,1,1,5,1,1,70,70,8.82734271511205
5037375,1,1,1,1,4,1,1,70,70,6.72057425638573
5037377,1,2,1,1,2,1,1,70,70,7.79552626496279
5037378,1,2,1,1,5,6,1,70,70,4.07192316722643
5037378,1,3,1,5,4,1,1,70,70,4.07192316722643
5037379,1,2,1,1,4,2,1,70,70,10.8702367804978
5037380,1,1,1,5,5,1,1,70,70,8.82734271511205
5037382,1,2,1,5,4,1,1,70,70,4.85459011870214
5037385,1,2,1,5,4,1,1,70,70,7.64593763302459
5037389,1,1,1,4,2,1,1,70,70,6.77078195111812
5037391,1,1,1,1,5,1,1,70,70,5.11297185996662
5037391,1,3,1,2,1,1,1,70,70,5.11297185996662
5037392,1,2,1,5,5,1,1,70,70,8.01651221595199
5037402,1,1,2,2,5,1,1,76,76,100.350404349274
5037406,1,1,2,2,2,1,1,76,76,99.4070704801674
5037412,1,1,1,2,5,1,1,76,76,11.0204547411696
5037415,1,1,2,2,5,1,1,76,76,18.4007599399219
5037415,1,2,1,7,5,3,1,76,76,18.4007599399219
5037419,1,1,1,1,4,1,1,76,76,13.3462877025283
5037428,1,2,1,1,3,1,1,76,76,93.1573324270903
5037435,1,1,1,1,5,1,1,76,76,126.176079656737
5037443,1,3,1,1,2,2,1,76,76,12.6648938403633
5037444,1,3,1,5,3,2,1,76,76,123.637776353256
5037446,1,3,1,1,5,6,1,76,76,29.0641723666087
5037454,1,2,1,1,4,1,1,76,76,127.071756778084
5037463,1,1,1,4,2,6,1,76,76,86.0707890987745
5037472,1,6,1,1,1,1,1,76,76,109.077168134945
5037474,1,2,1,4,2,6,1,76,76,71.640630801071
5037480,1,1,1,2,3,3,1,76,76,104.690964636831
5037480,1,4,1,1,5,1,1,76,76,104.690964636831
5037482,1,1,1,2,5,4,1,76,76,120.482764483744
5037484,1,1,1,1,3,6,1,76,76,113.438871620568
5037502,1,1,1,2,4,1,1,76,76,128.107467152229
5037504,1,1,1,2,2,1,1,76,76,86.0707890987745
5037515,1,1,1,2,5,1,1,76,76,101.686028491098
5037517,1,1,1,4,5,6,1,76,76,216.539460263335
5037521,1,1,1,1,5,1,1,76,76,126.235278470753
5037524,1,1,1,1,5,1,1,76,76,198.739067906691
5037526,1,1,2,2,2,1,1,76,76,71.640630801071
5037527,1,1,1,1,5,6,1,76,76,94.6320597425527
5037539,1,2,1,1,3,1,1,76,76,81.6189161771091
5037543,1,1,3,2,4,1,1,76,76,100.877695278162
5037546,1,1,1,2,3,1,1,76,76,99.5888976100813
5037546,1,2,3,2,5,6,1,76,76,99.5888976100813
5037551,1,1,1,1,4,6,1,76,76,132.379844901627
5037562,1,1,1,2,5,1,1,76,76,86.5207403360482
5037566,1,2,1,2,2,1,1,76,76,103.210740554526
5037567,1,3,1,4,2,1,1,76,76,95.6782945528003
5037589,1,1,1,5,4,2,1,76,76,48.9179591384569
5037592,1,2,4,2,2,,1,76,76,123.95080549762
5037594,1,1,4,4,4,,1,76,"",30.3668863551317
5037597,1,1,1,2,2,1,1,76,76,103.506686461813
5037604,1,1,1,5,5,1,1,76,"",47.3557716452695
5037608,1,1,1,5,3,1,1,76,"",18.0440404778655
5037609,1,1,4,2,5,,1,76,"",36.089057003309
5037613,1,2,4,2,2,,1,76,76,119.054398418912
5037614,1,1,1,4,5,6,1,76,76,75.4726921725849
5037621,1,2,1,2,5,6,1,76,76,161.382729560202
5037625,1,1,1,1,3,8,1,76,76,132.674539067708
5037625,1,2,1,4,2,1,1,76,76,132.674539067708
5037628,1,1,1,1,1,6,1,76,76,129.150786318181
5037628,1,2,1,2,2,1,1,76,76,129.150786318181
5037628,1,4,1,1,4,1,1,76,76,129.150786318181
5037629,1,1,1,4,2,1,1,76,76,68.3239824811888
5037632,1,1,1,2,4,1,1,76,76,103.800941891516
5037658,1,2,1,2,5,2,1,76,76,86.0716111060577
5037678,1,1,4,2,2,,1,76,76,12.3037774560663
5037701,1,1,1,1,1,1,1,76,"",29.0100621906681
5037712,1,2,1,4,4,6,1,88,88,2.75388120466445
5037713,1,1,1,4,5,1,1,88,88,2.6483677015562
5037715,1,1,1,4,5,1,1,88,88,2.90005377544663
5037715,1,2,1,4,5,1,1,88,88,2.90005377544663
5037716,1,1,1,2,5,1,1,88,88,2.67002363039773
5037719,1,1,1,2,5,1,1,88,88,3.54717347366396
5037720,1,1,1,2,5,1,1,88,88,3.25725335244531
5037726,1,3,1,2,2,2,1,88,88,3.33752953799716
5037736,1,2,1,1,5,6,1,88,88,3.54330662764882
5037737,1,3,2,3,5,1,1,88,88,2.64018393860616
5037741,1,1,1,5,5,1,1,88,88,2.58176362937292
5037790,1,1,1,2,5,6,1,88,88,3.44235150583056
5037791,1,1,1,1,2,1,1,88,88,3.57424338471587
5037793,1,3,1,1,2,6,1,88,88,3.31045962694525
5037797,1,1,2,3,5,1,1,88,88,3.86673836726217
5037902,1,1,1,2,1,8,2,76,"",77.2557787536107
5037903,1,2,1,5,3,6,2,76,"",82.8959587467282
5037905,1,1,2,2,5,3,2,05,"",41.4525107717838
5037911,1,1,1,1,1,1,2,05,"",36.6250716453323
5037917,1,1,1,1,5,6,2,05,"",73.1731762348765
5037919,1,1,1,1,2,6,2,05,"",55.4768012015131
5037924,1,1,1,1,5,1,2,05,"",104.737777028972
5037925,1,1,1,2,4,1,2,05,"",160.932885080384
5037925,1,5,1,1,1,6,2,05,"",160.932885080384
5037927,1,1,1,1,2,2,2,05,"",197.335092983609
5037928,1,2,1,1,5,1,2,05,"",174.179180316822
5037933,1,1,2,1,5,1,2,05,"",173.847073116976
5037934,1,2,2,1,5,1,2,05,"",235.020622318538
5037935,1,1,1,1,3,1,2,05,"",140.588453483793
5037942,1,3,1,1,5,1,2,05,"",317.961095936666
5037948,1,1,2,1,4,1,1,05,"",218.794756564425
5037953,1,1,1,1,3,3,1,05,"",163.808816047712
5037956,1,3,1,1,5,1,1,05,"",180.453786056865
5037965,1,1,1,1,5,6,1,05,"",79.74690103412
5037974,1,2,1,4,1,2,1,05,05,67.6626911585489
5037978,1,2,1,5,4,6,1,05,05,85.7160866994763
5037981,1,1,1,5,4,1,1,05,05,88.0936724819839
5037984,1,2,1,2,4,1,1,05,05,81.9326749657126
5037986,1,2,1,1,2,1,1,05,05,126.012078962573
5037990,1,1,1,1,1,1,1,05,05,125.572568232695
5037995,1,1,1,1,4,6,1,05,05,109.641972840528
5037996,1,4,1,4,3,6,1,05,05,75.2029678940283
5038004,1,1,2,1,3,1,1,05,05,306.645652276857
5038005,1,1,1,2,2,1,1,05,05,307.611903187137
5038005,1,4,1,1,1,1,1,05,05,307.611903187137
5038008,1,1,1,2,5,1,1,05,05,97.489993869013
5038018,1,8,1,2,2,6,1,08,08,42.9229649884496
5038021,1,1,1,1,4,6,1,08,08,35.3913431410642
5038023,1,5,5,2,4,,1,08,08,54.2048983871998
5038034,1,1,1,2,5,3,1,11,11,326.566563704506
5038048,1,1,2,2,5,3,1,11,11,364.052293597714
5038061,1,1,1,2,3,2,1,11,11,307.873185139465
5038063,1,1,2,5,5,1,1,11,11,303.878267315217
5038083,1,3,2,2,3,6,1,13,13,10.1218714699358
5038088,1,1,1,5,5,1,1,13,13,14.0563700121747
5038094,1,1,1,2,4,1,1,13,13,29.3946667596355
5038106,1,1,4,2,5,,1,15,15,12.0264690158358
5038107,1,1,1,1,5,2,1,15,15,8.33025904629804
5038113,1,1,2,5,5,1,1,15,15,12.6374333083004
5038115,1,1,2,5,2,3,1,15,15,11.934804463667
5038126,1,1,3,2,5,1,1,15,15,10.9798844179439
5038151,1,1,1,2,5,3,1,18,18,6.09670843107874
5038153,1,1,4,2,3,,1,18,18,7.37399379495779
5038154,1,3,1,1,3,6,1,18,18,7.05341339927218
5038156,1,1,1,2,5,1,1,18,18,4.94047564966234
5038159,1,2,2,2,5,3,1,18,18,6.48252599366903
5038160,1,1,1,2,5,1,1,18,18,8.28885794065428
5038165,1,2,1,2,2,1,1,18,18,6.33846986047639
5038166,1,1,1,2,5,1,1,18,18,5.56959058190192
5038168,1,3,1,1,3,6,1,18,18,5.47687405646136
5038169,1,1,4,2,3,,1,18,18,4.55633871851667
5038169,1,2,1,2,5,1,1,18,18,4.55633871851667
5038173,1,1,1,5,5,2,1,18,18,7.65859174844545
5038176,1,1,1,2,4,1,1,18,18,4.29421306666671
5038179,1,1,1,1,3,1,1,18,18,2.47020575717519
5038179,1,3,2,1,1,6,1,18,18,2.47020575717519
5038179,1,4,2,1,1,6,1,18,18,2.47020575717519
5038180,1,1,1,2,5,6,1,18,18,5.46222100973047
5038181,1,1,1,3,5,6,1,18,18,3.78806421393304
5038187,1,2,1,4,5,3,1,19,19,16.3883614264388
5038190,1,2,1,1,2,4,1,19,19,9.25211930926556
5038191,1,2,1,5,4,1,1,23,23,6.45004046440388
5038193,1,2,1,4,2,1,1,23,23,22.5605979737471
5038200,1,1,1,4,1,1,1,23,23,39.152533035477
5038206,1,1,1,1,5,1,1,23,23,7.9159587517684
5038233,1,2,1,6,5,7,1,27,27,3.86450088741251
5038247,1,1,1,5,5,1,1,27,27,4.53759913313439
5038262,1,2,1,1,2,1,1,27,27,8.10342763717823
5038269,1,1,1,2,5,1,1,41,41,14.3564772578869
5038275,1,2,1,2,5,1,1,41,41,16.3381248605623
5038277,1,1,1,1,1,6,1,41,41,17.5971543993848
5038277,1,2,1,1,2,1,1,41,41,17.5971543993848
5038278,1,1,1,3,3,1,1,41,41,16.4360794524115
5038287,1,1,1,4,4,1,1,44,44,7.78237190880104
5038287,1,2,1,5,4,1,1,44,44,7.78237190880104
5038288,1,1,1,1,3,4,1,44,44,9.5371377948476
5038289,1,1,3,5,5,6,1,44,44,8.40778517671292
5038289,1,2,1,1,2,6,1,44,44,8.40778517671292
5038300,1,2,1,5,2,6,1,47,47,16.40344738374
5038301,1,1,1,5,4,1,1,47,47,23.1560218164967
5038304,1,1,1,5,2,1,1,47,47,23.4598393293914
5038306,1,1,2,2,5,3,1,47,47,26.2958925581273
5038310,1,2,1,1,2,1,1,47,47,18.0715410428728
5038312,1,1,2,2,2,2,1,47,47,11.8747869948583
5038319,1,1,1,1,4,3,1,47,47,16.6723357078776
5038319,1,2,1,1,4,4,1,47,47,16.6723357078776
5038320,1,1,1,4,1,1,1,47,47,13.8810552005566
5038320,1,2,1,1,5,6,1,47,47,13.8810552005566
5038325,1,1,1,1,5,1,1,50,50,25.1121686233635
5038327,1,2,1,2,2,1,1,50,50,25.9702134397866
5038328,1,1,1,1,5,1,1,50,50,27.3434809367912
5038329,1,1,1,1,1,3,1,50,50,24.6508923808898
5038333,1,2,5,2,5,,1,50,50,23.6092849452605
5038335,1,1,1,2,1,3,1,50,50,27.3434809367912
5038338,1,2,1,2,1,1,1,50,50,24.6508923808898
5038346,1,1,2,5,2,1,1,50,50,26.3389347156123
5038347,1,3,1,2,1,6,1,50,50,26.7545871514931
5038350,1,4,1,2,1,1,1,50,50,20.0406827489058
5038351,1,11,1,4,5,1,1,50,50,16.1481055718638
5038353,1,1,1,1,2,3,1,50,50,26.1880632987364
5038354,1,2,1,2,4,2,1,50,50,23.7887949898011
5038367,1,1,4,3,5,,1,52,52,9.76614661071222
5038372,1,6,1,2,5,1,1,52,52,10.1166794716192
5038373,1,1,1,2,5,8,1,52,52,12.7480705349191
5038376,1,2,1,1,5,3,1,52,"",11.466047039484
5038379,1,2,1,1,5,2,1,52,"",25.3046735822397
5038388,1,1,1,1,2,1,1,54,54,28.465222925957
5038401,1,1,1,1,1,2,1,54,54,22.6877221619018
5038410,1,1,1,5,5,1,1,63,63,9.72397287298404
5038445,1,1,1,6,5,1,1,66,66,12.1150889691702
5038458,1,2,1,2,5,1,1,66,66,16.9457922287054
5038462,1,1,1,2,2,1,1,66,66,11.7348428254374
5038464,1,1,1,5,4,1,1,66,66,9.76024369041798
5038470,1,1,1,5,5,1,1,66,66,8.99756879428928
5038473,1,2,1,2,4,1,1,66,66,16.1798590471939
5038478,1,1,1,5,3,2,1,66,66,14.6540701507416
5038506,1,2,1,5,5,6,1,66,66,23.0795106220803
5038507,1,1,1,5,4,1,1,66,66,17.6479082078445
5038522,1,2,1,2,1,6,1,66,66,54.392029076124
5038535,1,1,1,1,1,1,1,68,"",21.547519007688
5038553,1,1,1,5,5,1,1,68,"",21.587602821383
5038555,1,1,1,1,5,1,1,68,"",31.7325078400298
5038556,1,3,1,2,3,1,1,68,"",49.8515156509957
5038557,1,1,1,2,3,1,1,68,"",47.82054111215
5038558,1,1,1,1,5,1,1,68,"",23.4277655759481
5038563,1,1,1,2,5,1,1,68,"",22.5173122644421
5038578,1,1,1,2,5,1,1,68,"",47.82054111215
5038584,1,1,1,2,3,1,1,68,68,27.2463203988495
5038590,1,1,3,5,5,1,1,68,68,27.3856709884841
5038591,1,1,1,1,3,2,1,68,68,21.6084021329279
5038595,1,1,1,1,5,2,1,68,68,21.3893961033513
5038597,1,1,1,7,3,2,1,68,68,18.5007389679771
5038603,1,1,1,5,5,6,1,68,68,24.7432164552469
5038603,1,2,1,2,1,1,1,68,68,24.7432164552469
5038605,1,2,1,1,5,2,1,68,68,24.6367784455683
5038610,1,1,1,1,1,6,1,68,68,18.9593106843352
5038613,1,1,1,2,3,1,1,68,68,20.5638203662285
5038616,1,1,2,4,3,1,1,68,68,18.9593106843352
5038616,1,2,1,4,5,1,1,68,68,18.9593106843352
5038618,2,1,1,2,1,2,1,68,68,26.388716777962
5038620,1,2,1,4,5,1,1,68,68,31.2389588662787
5038622,1,2,1,2,4,1,1,68,68,19.2111860044575
5038630,1,1,1,5,5,6,1,68,68,26.3196969796437
5038632,1,1,1,2,4,3,1,68,68,87.4696562474376
5038634,1,1,1,2,2,1,1,68,68,24.3370523053621
5038635,1,1,1,2,5,6,1,68,68,27.6529445282097
5038643,1,1,1,1,3,1,1,68,68,92.3052465895665
5038648,1,1,1,5,5,3,1,73,73,22.9396260968297
5038651,1,1,1,2,3,2,1,73,73,23.836881690271
5038658,1,1,1,1,2,1,1,73,73,21.0167606904558
5038658,1,3,1,1,1,1,1,73,73,21.0167606904558
5038680,1,1,1,5,4,1,1,73,73,15.7717352817068
5038685,1,1,1,5,4,1,1,73,73,19.9568551427687
5038690,1,1,1,2,4,1,1,73,73,18.3810483199955
5038719,1,1,1,2,3,1,1,73,73,29.9028112460988
5038723,1,1,1,5,5,6,1,73,73,43.2623024152684
5038723,1,2,1,5,4,3,1,73,73,43.2623024152684
5038730,1,1,1,5,3,1,1,73,73,33.8082466330162
5038736,1,1,1,5,5,1,1,73,73,36.3893539551208
5038738,1,1,1,4,5,2,1,73,73,32.150112475444
5038739,1,2,2,4,3,1,1,73,73,22.6531054462764
5038740,1,1,1,2,5,3,1,73,73,40.8877594781455
5038743,1,1,1,1,4,2,1,73,73,59.6579557023707
5038743,1,3,1,1,4,1,1,73,73,59.6579557023707
5038746,1,1,1,1,2,1,1,73,73,48.5841526548732
5038749,1,1,1,1,5,2,1,73,73,41.1292807704573
5038749,1,2,1,1,5,1,1,73,73,41.1292807704573
5038749,1,3,1,2,5,2,1,73,73,41.1292807704573
5038753,1,1,1,2,2,1,1,73,73,15.2513994442189
5038770,1,1,1,5,2,1,1,73,73,26.6684386408462
5038778,1,1,1,2,5,1,1,73,73,30.3941731953569
5038788,1,5,1,4,2,2,1,73,73,24.7657981633797
5038790,1,1,1,4,4,3,1,73,73,17.7254000318983
5038799,1,1,1,2,5,1,1,73,73,26.2966804190609
5038809,1,1,1,5,3,1,1,73,73,32.6566720518033
5038814,1,2,2,2,4,1,1,73,73,33.0858869759918
5038816,1,1,1,2,5,1,1,73,73,14.9289657251778
5038817,1,1,1,1,4,1,1,73,73,18.9770981464884
5038832,1,1,1,5,4,6,1,76,76,58.1357101190221
5038836,1,1,1,5,2,1,1,76,76,83.3869950311702
5038838,1,2,2,4,2,1,1,76,76,94.6320597425527
5038842,1,2,1,2,5,1,1,76,76,103.234974264603
5038850,1,1,1,1,2,1,1,76,76,69.000041463057
5038878,1,1,1,4,4,1,1,76,"",19.8484445256521
5039060,1,1,1,2,2,1,1,88,88,2.86073960399756
5039060,1,2,1,4,4,2,1,88,88,2.86073960399756
5039064,1,1,1,4,5,1,1,88,88,2.95058700499762
5039072,1,1,1,4,5,1,1,88,88,3.24909497611401
5039214,1,2,1,2,4,3,1,44,"",32.0057481942179
5039216,1,1,1,1,4,1,1,44,"",44.5372635776009
5039219,1,1,1,5,5,1,1,44,"",52.419962329403
5039219,1,2,1,2,4,1,1,44,"",52.419962329403
5039220,1,2,1,2,5,1,1,44,"",42.7073619009761
5039221,1,1,1,2,2,2,1,44,"",44.3685664552914
5039224,1,1,1,2,5,1,1,44,"",56.5392746735433
5039228,1,1,1,1,5,2,1,15,"",156.964650509041
5039236,1,1,1,1,2,1,1,15,"",129.486404187202
5039245,1,1,2,3,5,1,2,15,"",148.405086267916
5039249,1,1,1,3,5,1,1,15,"",112.869356415664
5039255,1,1,5,1,5,,1,15,"",49.2420562200175
5039256,1,1,1,4,4,1,1,15,"",67.8075524341286
5039257,1,1,4,2,2,,1,15,"",93.005511169752
5039268,1,1,1,5,5,1,2,76,"",79.5497929219826
5039278,1,2,1,1,1,1,2,05,"",199.179419758066
5039286,1,1,1,4,2,1,2,05,"",179.6429656609
5039292,1,2,1,1,5,6,2,05,"",121.873662672373
5039302,1,1,1,5,5,1,1,05,05,103.182595860071
5039307,1,2,1,5,1,1,1,05,"",34.2819838221029
5039313,1,1,1,2,5,1,1,05,05,103.152350489626
5039314,1,2,1,5,2,1,1,05,05,110.503860044772
5039316,1,1,1,1,2,3,1,05,05,109.620676093227
5039321,1,2,2,2,3,3,1,05,05,82.4253618247251
5039322,1,1,1,4,3,1,1,05,05,99.7306070400843
5039327,1,1,1,1,2,1,1,05,05,123.431164847246
5039331,1,1,1,5,4,2,1,05,"",31.0765051114165
5039339,1,2,1,5,3,1,1,05,05,66.7376306681696
5039348,1,1,1,1,4,6,1,05,05,71.0254492137522
5039355,1,1,1,2,5,2,1,05,05,59.9877211643119
5039358,1,1,1,1,4,1,1,05,05,101.646414999316
5039358,1,2,1,1,3,1,1,05,05,101.646414999316
5039360,1,1,1,1,5,1,1,05,05,101.874384815465
5039366,1,1,1,1,2,6,1,05,05,106.607188272848
5039381,1,1,1,2,5,2,1,05,05,138.61328685883
5039385,1,3,1,1,4,1,1,05,05,126.935188242691
5039388,1,1,2,5,3,1,1,05,05,99.1211129140787
5039389,1,3,1,4,3,1,1,05,05,80.9454385690235
5039393,1,4,1,2,1,2,1,05,05,130.174340018994
5039394,1,2,1,2,3,1,1,05,05,138.61328685883
5039400,1,1,1,2,3,1,1,05,05,79.4994535078008
5039407,1,1,1,1,3,1,1,05,05,84.6626427569809
5039409,1,1,1,1,3,1,1,05,05,90.0610338591321
5039411,1,1,1,1,4,1,1,05,05,87.7350920252916
5039417,1,2,1,5,4,6,1,05,05,73.6237761594943
5039420,1,1,1,1,5,1,1,05,05,134.063723728089
5039422,1,1,1,1,4,1,1,05,05,112.180392387011
5039427,1,2,1,5,2,1,1,05,05,70.3311480611088
5039429,1,6,1,1,3,1,1,05,05,284.746821932265
5039430,1,1,1,2,4,1,1,05,05,264.796929728098
5039444,1,2,1,2,4,3,1,08,08,41.3074419254516
5039444,1,4,1,1,1,1,1,08,08,41.3074419254516
5039445,1,1,1,2,5,1,1,08,08,42.4392164304226
5039448,1,1,1,1,5,1,1,08,08,124.272816146442
5039471,1,2,1,4,3,1,1,13,13,44.7933784023456
5039474,1,2,1,1,1,1,1,13,13,35.6354027253592
5039474,1,5,1,1,3,1,1,13,13,35.6354027253592
5039476,1,1,1,1,4,1,1,13,13,51.5616402807454
5039477,1,2,1,1,4,6,1,13,13,44.7933784023456
5039479,1,1,1,2,2,1,1,13,13,15.1473197193151
5039485,1,1,1,1,5,6,1,13,13,30.4391183385551
5039487,1,1,1,4,4,1,1,13,13,41.2621589146859
5039489,1,2,1,5,5,1,1,13,13,15.5859407933198
5039490,1,2,1,1,5,1,1,13,13,23.6081858423112
5039492,1,3,1,1,2,6,1,13,13,25.5031403437449
5039498,1,1,1,5,5,1,1,13,13,50.2062049359386
5039500,1,3,1,1,3,6,1,13,13,27.7342289705066
5039500,1,6,1,1,5,6,1,13,13,27.7342289705066
5039501,1,1,1,1,4,3,1,13,13,19.0940124069155
5039501,1,5,1,1,5,1,1,13,13,19.0940124069155
5039502,1,1,1,1,3,2,1,13,13,21.0386306251218
5039508,1,1,1,1,5,6,1,13,13,25.0512353100457
5039509,1,1,1,2,3,3,1,13,13,27.5334897835545
5039510,1,1,1,1,4,4,1,13,13,17.7983939440114
5039511,1,1,1,4,3,1,1,13,13,25.6584125647546
5039513,1,1,1,1,1,6,1,13,13,18.6263763014728
5039516,1,1,1,1,1,1,1,13,13,25.4376923881461
5039526,1,1,1,1,4,1,1,15,15,8.84473170262448
5039532,1,2,1,2,5,1,1,15,15,7.15782208437158
5039533,1,1,1,7,5,1,1,15,15,10.6615686748545
5039558,1,1,1,7,2,1,1,15,15,6.6004779057909
5039564,1,3,1,1,5,1,1,17,17,10.9145888059713
5039568,1,1,1,2,4,2,1,17,17,6.49172925568547
5039572,1,1,1,1,5,1,1,17,17,16.5178911364314
5039586,1,1,1,2,3,6,1,17,17,19.5838442158181
5039624,1,1,1,2,2,1,1,17,17,14.121330211548
5039627,1,1,2,1,5,1,1,17,17,8.20522005417179
5039653,1,3,1,4,2,1,1,18,18,5.79512254471128
5039654,1,1,1,1,5,1,1,18,18,9.78561461095866
5039663,1,2,1,2,5,1,1,18,18,14.3432799018695
5039668,1,2,1,1,4,1,1,18,18,10.3332890532095
5039674,1,2,1,1,5,1,1,18,18,8.88753747246742
5039675,1,2,1,2,5,6,1,18,18,7.5011320968376
5039690,1,1,1,3,5,2,1,18,18,9.93451613293099
5039693,1,1,1,2,5,1,1,18,18,8.1967994727173
5039693,1,2,1,4,5,6,1,18,18,8.1967994727173
5039694,1,1,1,2,5,1,1,18,18,3.23376587977899
5039695,1,1,1,2,5,1,1,18,18,3.94110899586533
5039704,1,1,1,4,5,1,1,18,18,6.92708674753486
5039706,1,1,1,2,4,1,1,18,18,6.45850564323271
5039731,1,1,4,5,5,,1,19,19,12.0620222105981
5039732,1,2,1,1,3,2,1,20,20,21.2277262361945
5039738,1,1,1,6,5,1,1,20,20,24.3649629189791
5039742,1,1,1,2,5,6,1,20,20,9.98595495463472
5039745,1,1,1,5,4,1,1,23,23,13.1913661845607
5039745,1,2,1,6,5,1,1,23,23,13.1913661845607
5039765,1,1,1,2,2,1,1,23,23,15.0296324736702
5039766,1,1,1,1,3,1,1,23,23,20.0053078609969
5039767,1,1,1,1,2,1,1,23,23,36.6345837584278
